DocID,Site,Contractor,Act,Activity,Frequency,NextDueDate,RemindDays,IsActive,Maker,Checker
"0","Chennai","Contractor A","LWF","Register of Payment of Unclaimed Wages","Yearly","31/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor A","LWF","Register of Wages","Monthly","25/01/2017 00:00:00","5","0","",""
"0","Chennai","Contractor A","LWF","Registration if Applicable","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor A","LWF","Remittance Returns cum Challans","Monthly","28/01/2017 00:00:00","5","0","",""
"0","Chennai","Contractor A","Maternity","Register Maintenance","Monthly","25/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor A","Maternity","Submission of Annual Returns","Yearly","15/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor A","Min. Wages","Form I Register of Fine","Monthly","25/01/2017 00:00:00","5","0","",""
"0","Chennai","Contractor A","Min. Wages","Form II Register of Deduction","Monthly","25/01/2017 00:00:00","5","0","",""
"0","Chennai","Contractor A","Min. Wages","Form III Annual Returns","Yearly","31/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor A","Min. Wages","Form IV Register of Overtime","Monthly","25/01/2017 00:00:00","5","0","",""
"0","Chennai","Contractor A","National  Festival Holidays","Annual Return (as applicable)","Yearly","31/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor A","National  Festival Holidays","Display List of Holiday","Yearly","31/12/2017 00:00:00","10","0","",""
"0","Chennai","Contractor A","National  Festival Holidays","Register of Leave","Monthly","25/01/2017 00:00:00","5","0","",""
"0","Chennai","Contractor A","Payment of Wages","Form I Register of Fine","Monthly","25/01/2017 00:00:00","5","0","",""
"0","Chennai","Contractor A","Payment of Wages","Form II Register of Deduction","Monthly","25/01/2017 00:00:00","5","0","",""
"0","Chennai","Contractor A","Payment of Wages","Form III Register of Advance","Monthly","25/01/2017 00:00:00","5","0","",""
"0","Chennai","Contractor A","Payment of Wages","Form IV Annual Return","Yearly","15/02/2017 00:00:00","20","0","",""
"0","Chennai","Contractor A","PF","Registration","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor A","PF","Transfer","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor A","PF","Withdrawal","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor A","Private Security","Security License","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor A","Professional Tax","Registration","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor A","Professional Tax","Remittance by Due Date","Monthly","28/01/2017 00:00:00","20","0","",""
"0","Chennai","Contractor A","Professional Tax","Returns under the Act","Monthly","28/01/2017 00:00:00","20","0","",""
"0","Chennai","Contractor A","Prohibition of Smoking","Notice Display","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor A","S and E","Employment Register","Monthly","25/01/2017 00:00:00","5","0","",""
"0","Chennai","Contractor A","S and E","Leave Registers","Monthly","25/01/2017 00:00:00","5","0","",""
"0","Chennai","Contractor A","S and E","Register of Attendance","Monthly","25/01/2017 00:00:00","5","0","",""
"0","Chennai","Contractor A","S and E","Register of Wages","Monthly","25/01/2017 00:00:00","5","0","",""
"0","Chennai","Contractor A","S and E","Registration/Renewal/Amendments/Surrender","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor A","S and E","Submission of Returns","Yearly","15/01/2017 00:00:00","14","0","",""
"0","Chennai","Contractor A","Sexual Harassment","Copy of Board of Committee Member","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor A","Sexual Harassment","Copy of Sexual Harassment Policy","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor A","Standing Orders","Certified Standing Orders","Yearly","30/12/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Apprentices Act","Half Yearly (Form APP'-2 Details of new apprentics)","Half Yearly","30/04/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","Apprentices Act","Half Yearly (Form APP'-3 notice of completion of training)","Half Yearly","30/04/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","Apprentices Act","Return","Yearly","31/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","Boilers Act","Annual Report","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Bonus Act","Form A Computation of Allocable Surplus","Yearly","31/10/2017 00:00:00","20","0","",""
"0","Chennai","Contractor B","Bonus Act","Form B Set '-on and set'-off of Allocable Surplus","Yearly","31/10/2017 00:00:00","20","0","",""
"0","Chennai","Contractor B","Bonus Act","Form C Register of Bonus Paid to Employees","Yearly","30/11/2017 00:00:00","90","0","",""
"0","Chennai","Contractor B","Bonus Act","Form D Annual Return","Yearly","31/12/2017 00:00:00","20","0","",""
"0","Chennai","Contractor B","Bonus Act","Time Limit for Payment of Bonus","As Needed","01/04/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Building and Const.","Deposition of Cess","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Building and Const.","Principal Employer Registration/Renewal/Amendments","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Building and Const.","Register Maintenance","Yearly","30/01/2017 00:00:00","15","0","",""
"0","Chennai","Contractor B","Building and Const.","Submission of Returns","Yearly","30/01/2017 00:00:00","15","0","",""
"0","Chennai","Contractor B","Child Labour","Disply of Notice/Abstract","Yearly","30/12/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Child Labour","Form 2 Register of Children employed or Permitted to Work","Yearly","30/12/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","CLRA '- Cont","Form X Employment Card","Monthly","25/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","CLRA '- Cont","Form XI Services Certificate","Monthly","25/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","CLRA '- Cont","Form XIX Wage Slip","Monthly","25/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","CLRA '- Cont","Form XVI Register of Employment","Monthly","25/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","CLRA '- Cont","Form XVII Register of wages","Monthly","25/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","CLRA '- Cont","Form XX Register of Deductions for Damage or Loss","Monthly","25/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","CLRA '- Cont","Form XXI Register of Fines","Monthly","25/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","CLRA '- Cont","Form XXII Register of Advances","Monthly","25/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","CLRA '- Cont","Form XXIII Register of Over Times","Monthly","25/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","CLRA '- Cont","From XIII Register of workmen by Contractor","Monthly","25/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","CLRA '- Cont","Obtaining of License as a CONTRACTOR","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","CLRA '- Cont","Status of Form V","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","CLRA '- Cont","Submission of Form VI'-A (commencement/Completion of work)","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","CLRA '- Cont","Submission of Returns","Half Yearly","31/01/2017 00:00:00","20","0","",""
"0","Chennai","Contractor B","CLRA '- PE","Principal Employer Registration/Renewal/Amendments","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","CLRA '- PE","Register Maintenance","Monthly","25/02/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","CLRA '- PE","Submission of Form VI'-B","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Employ Comp.","Submission of Returns","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Employment Exch.","Biannual Return (ER'-II)","Once In Two Year","30/10/2015 00:00:00","15","0","",""
"0","Chennai","Contractor B","Employment Exch.","Notification/Intimation of Vacancies ( 15 days before onboarding )","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Employment Exch.","Quarterly Return (ER'-I)","Quarterly","30/04/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","Equal Remu.","Register Maintanence (Form D)","Monthly","25/01/2017 00:00:00","5","0","",""
"0","Chennai","Contractor B","ESI","Accident Report","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","ESI","ESIC ECR","Monthly","21/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","ESI","Monthly Deposit","Monthly","21/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","ESI","Registration","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","ESI","Return","Half Yearly","30/04/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","Explosives Act","License","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Factories Act","Combined Annual Return","Yearly","31/01/2017 00:00:00","20","0","",""
"0","Chennai","Contractor B","Factories Act","Half Yearly Return","Half Yearly","31/07/2017 00:00:00","20","0","",""
"0","Chennai","Contractor B","Factories Act","Leave with Wages Register","Monthly","25/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","Factories Act","License Obtained","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Factories Act","Notice of Period of Work","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Factories Act","Notification of Accident","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Factories Act","Register Maintained hoist and Lift","Monthly","25/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","Factories Act","Register of Examination of Eye Sight","Yearly","30/12/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Factories Act","Register of Medical Examination","Yearly","30/12/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Factories Act","Register of Medical Examination of Canteen Staff","Yearly","30/12/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Factories Act","Register of Muster Roll Adult Workers","Monthly","25/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","Factories Act","Register of Specially Trained Adult Workers","Monthly","25/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","Factories Act","Register of White Washing","Quarterly","30/04/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","Factories Act","Report of Accident and Dangerous Occuurences","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Factories Act","Service Card","Monthly","25/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","Food Safety","License for Food Supply and Serve","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Gratuity","Form A Notice of Opening","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Gratuity","Form B If Any Change Occurred","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Gratuity","Form L '- Notice for Payment of Gratuity to Individuals","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Gratuity","Obtaining of Form F from Individuals","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Industrial Disputes","Progress Report on Constitution and functioning of Works Committee","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Inter State Migrant","Half Yearly Return","Half Yearly","31/05/2017 00:00:00","20","0","",""
"0","Chennai","Contractor B","Inter State Migrant","License if Applicable (Form'-VIII)","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Inter State Migrant","Return & Reports","Yearly","15/02/2017 00:00:00","20","0","",""
"0","Chennai","Contractor B","LWF","Annual Return","Yearly","31/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","LWF","Register of Payment of Unclaimed Wages","Yearly","31/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","LWF","Register of Wages","Monthly","25/01/2017 00:00:00","5","0","",""
"0","Chennai","Contractor B","LWF","Registration if Applicable","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","LWF","Remittance Returns cum Challans","Monthly","28/01/2017 00:00:00","5","0","",""
"0","Chennai","Contractor B","Maternity","Register Maintenance","Monthly","25/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","Maternity","Submission of Annual Returns","Yearly","15/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","Min. Wages","Form I Register of Fine","Monthly","25/01/2017 00:00:00","5","0","",""
"0","Chennai","Contractor B","Min. Wages","Form II Register of Deduction","Monthly","25/01/2017 00:00:00","5","0","",""
"0","Chennai","Contractor B","Min. Wages","Form III Annual Returns","Yearly","31/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","Min. Wages","Form IV Register of Overtime","Monthly","25/01/2017 00:00:00","5","0","",""
"0","Chennai","Contractor B","National  Festival Holidays","Annual Return (as applicable)","Yearly","31/01/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","National  Festival Holidays","Display List of Holiday","Yearly","31/12/2017 00:00:00","10","0","",""
"0","Chennai","Contractor B","National  Festival Holidays","Register of Leave","Monthly","25/01/2017 00:00:00","5","0","",""
"0","Chennai","Contractor B","Payment of Wages","Form I Register of Fine","Monthly","25/01/2017 00:00:00","5","0","",""
"0","Chennai","Contractor B","Payment of Wages","Form II Register of Deduction","Monthly","25/01/2017 00:00:00","5","0","",""
"0","Chennai","Contractor B","Payment of Wages","Form III Register of Advance","Monthly","25/01/2017 00:00:00","5","0","",""
"0","Chennai","Contractor B","Payment of Wages","Form IV Annual Return","Yearly","15/02/2017 00:00:00","20","0","",""
"0","Chennai","Contractor B","PF","Registration","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","PF","Transfer","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","PF","Withdrawal","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Private Security","Security License","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Professional Tax","Registration","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Professional Tax","Remittance by Due Date","Monthly","28/01/2017 00:00:00","20","0","",""
"0","Chennai","Contractor B","Professional Tax","Returns under the Act","Monthly","28/01/2017 00:00:00","20","0","",""
"0","Chennai","Contractor B","Prohibition of Smoking","Notice Display","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","S and E","Employment Register","Monthly","25/01/2017 00:00:00","5","0","",""
"0","Chennai","Contractor B","S and E","Leave Registers","Monthly","25/01/2017 00:00:00","5","0","",""
"0","Chennai","Contractor B","S and E","Register of Attendance","Monthly","25/01/2017 00:00:00","5","0","",""
"0","Chennai","Contractor B","S and E","Register of Wages","Monthly","25/01/2017 00:00:00","5","0","",""
"0","Chennai","Contractor B","S and E","Registration/Renewal/Amendments/Surrender","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","S and E","Submission of Returns","Yearly","15/01/2017 00:00:00","14","0","",""
"0","Chennai","Contractor B","Sexual Harassment","Copy of Board of Committee Member","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Sexual Harassment","Copy of Sexual Harassment Policy","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Contractor B","Standing Orders","Certified Standing Orders","Yearly","30/12/2017 00:00:00","0","0","",""
"0","Chennai","Test Contractor","Apprentices Act","Half Yearly (Form APP'-2 Details of new apprentics)","Half Yearly","30/04/2017 00:00:00","10","0","",""
"0","Chennai","Test Contractor","Apprentices Act","Half Yearly (Form APP'-3 notice of completion of training)","Half Yearly","30/04/2017 00:00:00","10","0","",""
"0","Chennai","Test Contractor","Apprentices Act","Return","Yearly","31/01/2017 00:00:00","10","0","",""
"0","Chennai","Test Contractor","Boilers Act","Annual Report","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Test Contractor","Bonus Act","Form A Computation of Allocable Surplus","Yearly","31/10/2017 00:00:00","20","0","",""
"0","Chennai","Test Contractor","Bonus Act","Form B Set '-on and set'-off of Allocable Surplus","Yearly","31/10/2017 00:00:00","20","0","",""
"0","Chennai","Test Contractor","Bonus Act","Form C Register of Bonus Paid to Employees","Yearly","30/11/2017 00:00:00","90","0","",""
"0","Chennai","Test Contractor","Bonus Act","Form D Annual Return","Yearly","31/12/2017 00:00:00","20","0","",""
"0","Chennai","Test Contractor","Bonus Act","Time Limit for Payment of Bonus","As Needed","01/04/2017 00:00:00","0","0","",""
"0","Chennai","Test Contractor","Building and Const.","Deposition of Cess","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Test Contractor","Building and Const.","Principal Employer Registration/Renewal/Amendments","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Test Contractor","Building and Const.","Register Maintenance","Yearly","30/01/2017 00:00:00","15","0","",""
"0","Chennai","Test Contractor","Building and Const.","Submission of Returns","Yearly","30/01/2017 00:00:00","15","0","",""
"0","Chennai","Test Contractor","Child Labour","Disply of Notice/Abstract","Yearly","30/12/2017 00:00:00","0","0","",""
"0","Chennai","Test Contractor","Child Labour","Form 2 Register of Children employed or Permitted to Work","Yearly","30/12/2017 00:00:00","0","0","",""
"0","Chennai","Test Contractor","CLRA '- Cont","Form X Employment Card","Monthly","25/01/2017 00:00:00","10","0","",""
"0","Chennai","Test Contractor","CLRA '- Cont","Form XI Services Certificate","Monthly","25/01/2017 00:00:00","10","0","",""
"0","Chennai","Test Contractor","CLRA '- Cont","Form XIX Wage Slip","Monthly","25/01/2017 00:00:00","10","0","",""
"0","Chennai","Test Contractor","CLRA '- Cont","Form XVI Register of Employment","Monthly","25/01/2017 00:00:00","10","0","",""
"0","Chennai","Test Contractor","CLRA '- Cont","Form XVII Register of wages","Monthly","25/01/2017 00:00:00","10","0","",""
"0","Chennai","Test Contractor","CLRA '- Cont","Form XX Register of Deductions for Damage or Loss","Monthly","25/01/2017 00:00:00","10","0","",""
"0","Chennai","Test Contractor","CLRA '- Cont","Form XXI Register of Fines","Monthly","25/01/2017 00:00:00","10","0","",""
"0","Chennai","Test Contractor","CLRA '- Cont","Form XXII Register of Advances","Monthly","25/01/2017 00:00:00","10","0","",""
"0","Chennai","Test Contractor","CLRA '- Cont","Form XXIII Register of Over Times","Monthly","25/01/2017 00:00:00","10","0","",""
"0","Chennai","Test Contractor","CLRA '- Cont","From XIII Register of workmen by Contractor","Monthly","25/01/2017 00:00:00","10","0","",""
"0","Chennai","Test Contractor","CLRA '- Cont","Obtaining of License as a CONTRACTOR","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Test Contractor","CLRA '- Cont","Status of Form V","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Test Contractor","CLRA '- Cont","Submission of Form VI'-A (commencement/Completion of work)","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Test Contractor","CLRA '- Cont","Submission of Returns","Half Yearly","31/01/2017 00:00:00","20","0","",""
"0","Chennai","Test Contractor","CLRA '- PE","Principal Employer Registration/Renewal/Amendments","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Test Contractor","CLRA '- PE","Register Maintenance","Monthly","25/02/2017 00:00:00","10","0","",""
"0","Chennai","Test Contractor","CLRA '- PE","Submission of Form VI'-B","As Needed","02/01/2017 00:00:00","0","0","",""
"0","Chennai","Test Contractor","CLRA '- PE","Submission of Returns","Yearly","15/02/2017 00:00:00","20","0","",""
"0","Chennai","Test Contractor","Employ Comp.","Submission of Returns","As Needed","02/01/2017 00:00:00","0","0","",""
