LocationID,Name,State,Status
0,Hapur,Uttar Pradesh,1
0,Ranipet,TamilNadu,1
0,Anantapur,Andhra Pradesh,1
0,Arrah,Bihar,1
0,Karimnagar,Telangana,1
0,Parbhani,Maharashtra,1
0,Etawah,Uttar Pradesh,1
0,Bharatpur,Rajasthan,1
0,Begusarai,Bihar,1
0,New Delhi,Delhi,1
0,Chhapra,Bihar,1
0,Kadapa,Andhra Pradesh,1
0,Ramagundam,Telangana,1
0,Pali,Rajasthan,1
0,Satna,Madhya Pradesh,1
0,Vizianagaram,Andhra Pradesh,1
0,Katihar,Bihar,1
0,Hardwar,Uttarakhand,1
0,Sonipat,Haryana,1
0,Nagercoil,TamilNadu,1
0,Thanjavur,TamilNadu,1
0,Murwara (Katni),Madhya Pradesh,1
0,Naihati,West Bengal,1
0,Sambhal,Uttar Pradesh,1
0,Nadiad,Gujarat,1
0,Yamunanagar,Haryana,1
0,English Bazar,West Bengal,1
0,Eluru,Andhra Pradesh,1
0,Munger,Bihar,1
0,Panchkula,Haryana,1
0,Raayachuru,Karnataka,1
0,Panvel,Maharashtra,1
0,Deoghar,Jharkhand,1
0,Ongole,Andhra Pradesh,1
0,Nandyal,Andhra Pradesh,1
0,Morena,Madhya Pradesh,1
0,Bhiwani,Haryana,1
0,Porbandar,Gujarat,1
0,Palakkad,Kerala,1
0,Anand,Gujarat,1
0,Purnia,Bihar,1
0,Baharampur,West Bengal,1
0,Barmer,Rajasthan,1
0,Morvi,Gujarat,1
0,Orai,Uttar Pradesh,1
0,Bahraich,Uttar Pradesh,1
0,Sikar,Rajasthan,1
0,Vellore,TamilNadu,1
0,Singrauli,Madhya Pradesh,1
0,Khammam,Telangana,1
0,Mahesana,Gujarat,1
0,Silchar,Assam,1
0,Sambalpur,Orissa,1
0,Rewa,Madhya Pradesh,1
0,Unnao,Uttar Pradesh,1
0,Hugli-Chinsurah,West Bengal,1
0,Raiganj,West Bengal,1
0,Phusro,Jharkhand,1
0,Adityapur,Jharkhand,1
0,Alappuzha,Kerala,1
0,Bahadurgarh,Haryana,1
0,Machilipatnam,Andhra Pradesh,1
0,Rae Bareli,Uttar Pradesh,1
0,Jalpaiguri,West Bengal,1
0,Bharuch,Gujarat,1
0,Pathankot,Punjab,1
0,Hoshiarpur,Punjab,1
0,Baramula,Jammu and Kashmir,1
0,Adoni,Andhra Pradesh,1
0,Jind,Haryana,1
0,Tonk,Rajasthan,1
0,Tenali,Andhra Pradesh,1
0,Kancheepuram,TamilNadu,1
0,Vapi,Gujarat,1
0,Sirsa,Haryana,1
0,Navsari,Gujarat,1
0,Mahbubnagar,Telangana,1
0,Puri,Orissa,1
0,Robertson Pet,Karnataka,1
0,Erode,TamilNadu,1
0,Batala,Punjab,1
0,Haldwani-cum-Kathgodam,Uttarakhand,1
0,Vidisha,Madhya Pradesh,1
0,Saharsa,Bihar,1
0,Thanesar,Haryana,1
0,Chittoor,Andhra Pradesh,1
0,Veraval,Gujarat,1
0,Lakhimpur,Uttar Pradesh,1
0,Sitapur,Uttar Pradesh,1
0,Hindupur,Andhra Pradesh,1
0,Santipur,West Bengal,1
0,Balurghat,West Bengal,1
0,Ganjbasoda,Madhya Pradesh,1
0,Moga,Punjab,1
0,Proddatur,Andhra Pradesh,1
0,Srinagar,Uttarakhand,1
0,Medinipur,West Bengal,1
0,Habra,West Bengal,1
0,Sasaram,Bihar,1
0,Hajipur,Bihar,1
0,Bhuj,Gujarat,1
0,Shivpuri,Madhya Pradesh,1
0,Ranaghat,West Bengal,1
0,Shimla,Himachal Pradesh,1
0,Tiruvannamalai,TamilNadu,1
0,Kaithal,Haryana,1
0,Rajnandgaon,Chhattisgarh,1
0,Godhra,Gujarat,1
0,Hazaribag,Jharkhand,1
0,Bhimavaram,Andhra Pradesh,1
0,Mandsaur,Madhya Pradesh,1
0,Dibrugarh,Assam,1
0,Kolar,Karnataka,1
0,Bankura,West Bengal,1
0,Mandya,Karnataka,1
0,Dehri-on-Sone,Bihar,1
0,Madanapalle,Andhra Pradesh,1
0,Malerkotla,Punjab,1
0,Lalitpur,Uttar Pradesh,1
0,Bettiah,Bihar,1
0,Pollachi,TamilNadu,1
0,Khanna,Punjab,1
0,Neemuch,Madhya Pradesh,1
0,Palwal,Haryana,1
0,Palanpur,Gujarat,1
0,Guntakal,Andhra Pradesh,1
0,Nabadwip,West Bengal,1
0,Udupi,Karnataka,1
0,Jagdalpur,Chhattisgarh,1
0,Motihari,Bihar,1
0,Pilibhit,Uttar Pradesh,1
0,Dimapur,Nagaland,1
0,Mohali,Punjab,1
0,Sadulpur,Rajasthan,1
0,Rajapalayam,TamilNadu,1
0,Dharmavaram,Andhra Pradesh,1
0,Kashipur,Uttarakhand,1
0,Sivakasi,TamilNadu,1
0,Darjiling,West Bengal,1
0,Chikkamagaluru,Karnataka,1
0,Gudivada,Andhra Pradesh,1
0,Baleshwar Town,Orissa,1
0,Mancherial,Telangana,1
0,Srikakulam,Andhra Pradesh,1
0,Adilabad,Telangana,1
0,Yavatmal,Maharashtra,1
0,Barnala,Punjab,1
0,Nagaon,Assam,1
0,Narasaraopet,Andhra Pradesh,1
0,Raigarh,Chhattisgarh,1
0,Roorkee,Uttarakhand,1
0,Valsad,Gujarat,1
0,Ambikapur,Chhattisgarh,1
0,Giridih,Jharkhand,1
0,Chandausi,Uttar Pradesh,1
0,Purulia,West Bengal,1
0,Patan,Gujarat,1
0,Bagaha,Bihar,1
0,Hardoi ,Uttar Pradesh,1
0,Achalpur,Maharashtra,1
0,Osmanabad,Maharashtra,1
0,Deesa,Gujarat,1
0,Nandurbar,Maharashtra,1
0,Azamgarh,Uttar Pradesh,1
0,Ramgarh,Jharkhand,1
0,Firozpur,Punjab,1
0,Baripada Town,Orissa,1
0,Karwar,Karnataka,1
0,Siwan,Bihar,1
0,Rajampet,Andhra Pradesh,1
0,Pudukkottai,TamilNadu,1
0,Anantnag,Jammu and Kashmir,1
0,Tadpatri,Andhra Pradesh,1
0,Satara,Maharashtra,1
0,Bhadrak,Orissa,1
0,Kishanganj,Bihar,1
0,Suryapet,Telangana,1
0,Wardha,Maharashtra,1
0,Ranebennuru,Karnataka,1
0,Amreli,Gujarat,1
0,Neyveli (TS),TamilNadu,1
0,Jamalpur,Bihar,1
0,Marmagao,Goa,1
0,Udgir,Maharashtra,1
0,Tadepalligudem,Andhra Pradesh,1
0,Nagapattinam,TamilNadu,1
0,Buxar,Bihar,1
0,Aurangabad,Maharashtra,1
0,Jehanabad,Bihar,1
0,Phagwara,Punjab,1
0,Khair,Uttar Pradesh,1
0,Sawai Madhopur,Rajasthan,1
0,Kapurthala,Punjab,1
0,Chilakaluripet,Andhra Pradesh,1
0,Aurangabad,Bihar,1
0,Malappuram,Kerala,1
0,Rewari,Haryana,1
0,Nagaur,Rajasthan,1
0,Sultanpur,Uttar Pradesh,1
0,Nagda,Madhya Pradesh,1
0,Port Blair,Andaman and Nicobar Islands,1
0,Lakhisarai,Bihar,1
0,Panaji,Goa,1
0,Tinsukia,Assam,1
0,Itarsi,Madhya Pradesh,1
0,Kohima,Nagaland,1
0,Balangir,Orissa,1
0,Nawada,Bihar,1
0,Jharsuguda,Orissa,1
0,Jagtial,Telangana,1
0,Viluppuram,TamilNadu,1
0,Amalner,Maharashtra,1
0,Zirakpur,Punjab,1
0,Tanda,Uttar Pradesh,1
0,Tiruchengode,TamilNadu,1
0,Nagina,Uttar Pradesh,1
0,Yemmiganur,Andhra Pradesh,1
0,Vaniyambadi,TamilNadu,1
0,Sarni,Madhya Pradesh,1
0,Theni Allinagaram,TamilNadu,1
0,Margao,Goa,1
0,Akot,Maharashtra,1
0,Sehore,Madhya Pradesh,1
0,Mhow Cantonment,Madhya Pradesh,1
0,Kot Kapura,Punjab,1
0,Makrana,Rajasthan,1
0,Pandharpur,Maharashtra,1
0,Miryalaguda,Telangana,1
0,Shamli,Uttar Pradesh,1
0,Seoni,Madhya Pradesh,1
0,Ranibennur,Karnataka,1
0,Kadiri,Andhra Pradesh,1
0,Shrirampur,Maharashtra,1
0,Rudrapur,Uttarakhand,1
0,Parli,Maharashtra,1
0,Najibabad,Uttar Pradesh,1
0,Nirmal,Telangana,1
0,Udhagamandalam,TamilNadu,1
0,Shikohabad,Uttar Pradesh,1
0,Jhumri Tilaiya,Jharkhand,1
0,Aruppukkottai,TamilNadu,1
0,Ponnani,Kerala,1
0,Jamui,Bihar,1
0,Sitamarhi,Bihar,1
0,Chirala,Andhra Pradesh,1
0,Anjar,Gujarat,1
0,Karaikal,Puducherry,1
0,Hansi,Haryana,1
0,Anakapalle,Andhra Pradesh,1
0,Mahasamund,Chhattisgarh,1
0,Faridkot,Punjab,1
0,Saunda,Jharkhand,1
0,Dhoraji,Gujarat,1
0,Paramakudi,TamilNadu,1
0,Balaghat,Madhya Pradesh,1
0,Sujangarh,Rajasthan,1
0,Khambhat,Gujarat,1
0,Muktsar,Punjab,1
0,Rajpura,Punjab,1
0,Kavali,Andhra Pradesh,1
0,Dhamtari,Chhattisgarh,1
0,Ashok Nagar,Madhya Pradesh,1
0,Sardarshahar,Rajasthan,1
0,Mahuva,Gujarat,1
0,Bargarh,Orissa,1
0,Kamareddy,Telangana,1
0,Sahibganj,Jharkhand,1
0,Kothagudem,Telangana,1
0,Ramanagaram,Karnataka,1
0,Gokak,Karnataka,1
0,Tikamgarh,Madhya Pradesh,1
0,Araria,Bihar,1
0,Rishikesh,Uttarakhand,1
0,Shahdol,Madhya Pradesh,1
0,Medininagar (Daltonganj),Jharkhand,1
0,Arakkonam,TamilNadu,1
0,Washim,Maharashtra,1
0,Sangrur,Punjab,1
0,Bodhan,Telangana,1
0,Fazilka,Punjab,1
0,Palacole,Andhra Pradesh,1
0,Keshod,Gujarat,1
0,Sullurpeta,Andhra Pradesh,1
0,Wadhwan,Gujarat,1
0,Gurdaspur,Punjab,1
0,Vatakara,Kerala,1
0,Tura,Meghalaya,1
0,Narnaul,Haryana,1
0,Kharar,Punjab,1
0,Yadgir,Karnataka,1
0,Ambejogai,Maharashtra,1
0,Ankleshwar,Gujarat,1
0,Savarkundla,Gujarat,1
0,Paradip,Orissa,1
0,Virudhachalam,TamilNadu,1
0,Kanhangad,Kerala,1
0,Kadi,Gujarat,1
0,Srivilliputhur,TamilNadu,1
0,Gobindgarh,Punjab,1
0,Tindivanam,TamilNadu,1
0,Mansa,Punjab,1
0,Taliparamba,Kerala,1
0,Manmad,Maharashtra,1
0,Tanuku,Andhra Pradesh,1
0,Rayachoti,Andhra Pradesh,1
0,Virudhunagar,TamilNadu,1
0,Koyilandy,Kerala,1
0,Jorhat,Assam,1
0,Karur,TamilNadu,1
0,Valparai,TamilNadu,1
0,Srikalahasti,Andhra Pradesh,1
0,Neyyattinkara,Kerala,1
0,Bapatla,Andhra Pradesh,1
0,Fatehabad,Haryana,1
0,Malout,Punjab,1
0,Sankarankovil,TamilNadu,1
0,Tenkasi,TamilNadu,1
0,Ratnagiri,Maharashtra,1
0,Rabkavi Banhatti,Karnataka,1
0,Sikandrabad,Uttar Pradesh,1
0,Chaibasa,Jharkhand,1
0,Chirmiri,Chhattisgarh,1
0,Palwancha,Telangana,1
0,Bhawanipatna,Orissa,1
0,Kayamkulam,Kerala,1
0,Pithampur,Madhya Pradesh,1
0,Nabha,Punjab,1
0,Shahabad- Hardoi,Uttar Pradesh,1
0,Dhenkanal,Orissa,1
0,Uran Islampur,Maharashtra,1
0,Gopalganj,Bihar,1
0,Bongaigaon City,Assam,1
0,Palani,TamilNadu,1
0,Pusad,Maharashtra,1
0,Sopore,Jammu and Kashmir,1
0,Pilkhuwa,Uttar Pradesh,1
0,Tarn Taran,Punjab,1
0,Renukoot,Uttar Pradesh,1
0,Mandamarri,Telangana,1
0,Shahabad,Karnataka,1
0,Barbil,Orissa,1
0,Koratla,Telangana,1
0,Madhubani,Bihar,1
0,Arambagh,West Bengal,1
0,Gohana,Haryana,1
0,Ladnu,Rajasthan,1
0,Pattukkottai,TamilNadu,1
0,Sirsi,Karnataka,1
0,Sircilla,Telangana,1
0,Tamluk,West Bengal,1
0,Jagraon,Punjab,1
0,AlipurdUrban Agglomerationr,West Bengal,1
0,Alirajpur,Madhya Pradesh,1
0,Tandur,Telangana,1
0,Naidupet,Andhra Pradesh,1
0,Tirupathur,TamilNadu,1
0,Tohana,Haryana,1
0,Ratangarh,Rajasthan,1
0,Dhubri,Assam,1
0,Masaurhi,Bihar,1
0,Visnagar,Gujarat,1
0,Vrindavan,Uttar Pradesh,1
0,Nokha,Rajasthan,1
0,Nagari,Andhra Pradesh,1
0,Narwana,Haryana,1
0,Ramanathapuram,TamilNadu,1
0,Ujhani,Uttar Pradesh,1
0,Samastipur,Bihar,1
0,Laharpur,Uttar Pradesh,1
0,Sangamner,Maharashtra,1
0,Nimbahera,Rajasthan,1
0,Siddipet,Telangana,1
0,Suri,West Bengal,1
0,Diphu,Assam,1
0,Jhargram,West Bengal,1
0,Shirpur-Warwade,Maharashtra,1
0,Tilhar,Uttar Pradesh,1
0,Sindhnur,Karnataka,1
0,Udumalaipettai,TamilNadu,1
0,Malkapur,Maharashtra,1
0,Wanaparthy,Telangana,1
0,Gudur,Andhra Pradesh,1
0,Kendujhar,Orissa,1
0,Mandla,Madhya Pradesh,1
0,Mandi,Himachal Pradesh,1
0,Nedumangad,Kerala,1
0,North Lakhimpur,Assam,1
0,Vinukonda,Andhra Pradesh,1
0,Tiptur,Karnataka,1
0,Gobichettipalayam,TamilNadu,1
0,Sunabeda,Orissa,1
0,Wani,Maharashtra,1
0,Upleta,Gujarat,1
0,Narasapuram,Andhra Pradesh,1
0,Nuzvid,Andhra Pradesh,1
0,Tezpur,Assam,1
0,Una,Gujarat,1
0,Markapur,Andhra Pradesh,1
0,Sheopur,Madhya Pradesh,1
0,Thiruvarur,TamilNadu,1
0,Sidhpur,Gujarat,1
0,Sahaswan,Uttar Pradesh,1
0,Suratgarh,Rajasthan,1
0,Shajapur,Madhya Pradesh,1
0,Rayagada,Orissa,1
0,Lonavla,Maharashtra,1
0,Ponnur,Andhra Pradesh,1
0,Kagaznagar,Telangana,1
0,Gadwal,Telangana,1
0,Bhatapara,Chhattisgarh,1
0,Kandukur,Andhra Pradesh,1
0,Sangareddy,Telangana,1
0,Unjha,Gujarat,1
0,Lunglei,Mizoram,1
0,Karimganj,Assam,1
0,Kannur,Kerala,1
0,Bobbili,Andhra Pradesh,1
0,Mokameh,Bihar,1
0,Talegaon Dabhade,Maharashtra,1
0,Anjangaon,Maharashtra,1
0,Mangrol,Gujarat,1
0,Sunam,Punjab,1
0,Gangarampur,West Bengal,1
0,Thiruvallur,TamilNadu,1
0,Tirur,Kerala,1
0,Rath,Uttar Pradesh,1
0,Jatani,Orissa,1
0,Viramgam,Gujarat,1
0,Rajsamand,Rajasthan,1
0,Yanam,Puducherry,1
0,Kottayam,Kerala,1
0,Panruti,TamilNadu,1
0,Dhuri,Punjab,1
0,Namakkal,TamilNadu,1
0,Kasaragod,Kerala,1
0,Modasa,Gujarat,1
0,Rayadurg,Andhra Pradesh,1
0,Supaul,Bihar,1
0,Kunnamkulam,Kerala,1
0,Umred,Maharashtra,1
0,Bellampalle,Telangana,1
0,Sibsagar,Assam,1
0,Mandi Dabwali,Haryana,1
0,Ottappalam,Kerala,1
0,Dumraon,Bihar,1
0,Samalkot,Andhra Pradesh,1
0,Jaggaiahpet,Andhra Pradesh,1
0,Goalpara,Assam,1
0,Tuni,Andhra Pradesh,1
0,Lachhmangarh,Rajasthan,1
0,Bhongir,Telangana,1
0,Amalapuram,Andhra Pradesh,1
0,Firozpur Cantt.,Punjab,1
0,Vikarabad,Telangana,1
0,Thiruvalla,Kerala,1
0,Sherkot,Uttar Pradesh,1
0,Palghar,Maharashtra,1
0,Shegaon,Maharashtra,1
0,Jangaon,Telangana,1
0,Bheemunipatnam,Andhra Pradesh,1
0,Panna,Madhya Pradesh,1
0,Thodupuzha,Kerala,1
0,KathUrban Agglomeration,Jammu and Kashmir,1
0,Palitana,Gujarat,1
0,Arwal,Bihar,1
0,Venkatagiri,Andhra Pradesh,1
0,Kalpi,Uttar Pradesh,1
0,Rajgarh (Churu),Rajasthan,1
0,Sattenapalle,Andhra Pradesh,1
0,Arsikere,Karnataka,1
0,Ozar,Maharashtra,1
0,Thirumangalam,TamilNadu,1
0,Petlad,Gujarat,1
0,Nasirabad,Rajasthan,1
0,Phaltan,Maharashtra,1
0,Rampurhat,West Bengal,1
0,Nanjangud,Karnataka,1
0,Forbesganj,Bihar,1
0,Tundla,Uttar Pradesh,1
0,BhabUrban Agglomeration,Bihar,1
0,Sagara,Karnataka,1
0,Pithapuram,Andhra Pradesh,1
0,Sira,Karnataka,1
0,Bhadrachalam,Telangana,1
0,Charkhi Dadri,Haryana,1
0,Chatra,Jharkhand,1
0,Palasa Kasibugga,Andhra Pradesh,1
0,Nohar,Rajasthan,1
0,Yevla,Maharashtra,1
0,Sirhind Fatehgarh Sahib,Punjab,1
0,Bhainsa,Telangana,1
0,Parvathipuram,Andhra Pradesh,1
0,Shahade,Maharashtra,1
0,Chalakudy,Kerala,1
0,Narkatiaganj,Bihar,1
0,Kapadvanj,Gujarat,1
0,Macherla,Andhra Pradesh,1
0,Raghogarh-Vijaypur,Madhya Pradesh,1
0,Rupnagar,Punjab,1
0,Naugachhia,Bihar,1
0,Sendhwa,Madhya Pradesh,1
0,Byasanagar,Orissa,1
0,Sandila,Uttar Pradesh,1
0,Gooty,Andhra Pradesh,1
0,Salur,Andhra Pradesh,1
0,Nanpara,Uttar Pradesh,1
0,Sardhana,Uttar Pradesh,1
0,Vita,Maharashtra,1
0,Gumia,Jharkhand,1
0,Puttur,Karnataka,1
0,Jalandhar Cantt.,Punjab,1
0,Nehtaur,Uttar Pradesh,1
0,Changanassery,Kerala,1
0,Mandapeta,Andhra Pradesh,1
0,Dumka,Jharkhand,1
0,Seohara,Uttar Pradesh,1
0,Umarkhed,Maharashtra,1
0,Madhupur,Jharkhand,1
0,Vikramasingapuram,TamilNadu,1
0,Punalur,Kerala,1
0,Kendrapara,Orissa,1
0,Sihor,Gujarat,1
0,Nellikuppam,TamilNadu,1
0,Samana,Punjab,1
0,Warora,Maharashtra,1
0,Nilambur,Kerala,1
0,Rasipuram,TamilNadu,1
0,Ramnagar,Uttarakhand,1
0,Jammalamadugu,Andhra Pradesh,1
0,Nawanshahr,Punjab,1
0,Thoubal,Manipur,1
0,Athni,Karnataka,1
0,Cherthala,Kerala,1
0,Sidhi,Madhya Pradesh,1
0,Farooqnagar,Telangana,1
0,Peddapuram,Andhra Pradesh,1
0,Chirkunda,Jharkhand,1
0,Pachora,Maharashtra,1
0,Madhepura,Bihar,1
0,Pithoragarh,Uttarakhand,1
0,Tumsar,Maharashtra,1
0,Phalodi,Rajasthan,1
0,Tiruttani,TamilNadu,1
0,Rampura Phul,Punjab,1
0,Perinthalmanna,Kerala,1
0,Padrauna,Uttar Pradesh,1
0,Pipariya,Madhya Pradesh,1
0,Dalli-Rajhara,Chhattisgarh,1
0,Punganur,Andhra Pradesh,1
0,Mattannur,Kerala,1
0,Mathura,Uttar Pradesh,1
0,Thakurdwara,Uttar Pradesh,1
0,Nandivaram-Guduvancheri,TamilNadu,1
0,Mulbagal,Karnataka,1
0,Manjlegaon,Maharashtra,1
0,Wankaner,Gujarat,1
0,Sillod,Maharashtra,1
0,Nidadavole,Andhra Pradesh,1
0,Surapura,Karnataka,1
0,Rajagangapur,Orissa,1
0,Sheikhpura,Bihar,1
0,Parlakhemundi,Orissa,1
0,Kalimpong,West Bengal,1
0,Siruguppa,Karnataka,1
0,Arvi,Maharashtra,1
0,Limbdi,Gujarat,1
0,Barpeta,Assam,1
0,Manglaur,Uttarakhand,1
0,Repalle,Andhra Pradesh,1
0,Mudhol,Karnataka,1
0,Shujalpur,Madhya Pradesh,1
0,Mandvi,Gujarat,1
0,Thangadh,Gujarat,1
0,Sironj,Madhya Pradesh,1
0,Nandura,Maharashtra,1
0,Shoranur,Kerala,1
0,Nathdwara,Rajasthan,1
0,Periyakulam,TamilNadu,1
0,Sultanganj,Bihar,1
0,Medak,Telangana,1
0,Narayanpet,Telangana,1
0,Raxaul Bazar,Bihar,1
0,Rajauri,Jammu and Kashmir,1
0,Pernampattu,TamilNadu,1
0,Nainital,Uttarakhand,1
0,Ramachandrapuram,Andhra Pradesh,1
0,Vaijapur,Maharashtra,1
0,Nangal,Punjab,1
0,Sidlaghatta,Karnataka,1
0,Punch,Jammu and Kashmir,1
0,Pandhurna,Madhya Pradesh,1
0,Wadgaon Road,Maharashtra,1
0,Talcher,Orissa,1
0,Varkala,Kerala,1
0,Pilani,Rajasthan,1
0,Nowgong,Madhya Pradesh,1
0,Naila Janjgir,Chhattisgarh,1
0,Mapusa,Goa,1
0,Vellakoil,TamilNadu,1
0,Merta City,Rajasthan,1
0,Sivaganga,TamilNadu,1
0,Mandideep,Madhya Pradesh,1
0,Sailu,Maharashtra,1
0,Vyara,Gujarat,1
0,Kovvur,Andhra Pradesh,1
0,Vadalur,TamilNadu,1
0,Nawabganj,Uttar Pradesh,1
0,Padra,Gujarat,1
0,Sainthia,West Bengal,1
0,Siana,Uttar Pradesh,1
0,Shahpur,Karnataka,1
0,Sojat,Rajasthan,1
0,Noorpur,Uttar Pradesh,1
0,Paravoor,Kerala,1
0,Murtijapur,Maharashtra,1
0,Ramnagar,Bihar,1
0,Sundargarh,Orissa,1
0,Taki,West Bengal,1
0,Saundatti-Yellamma,Karnataka,1
0,Pathanamthitta,Kerala,1
0,Wadi,Karnataka,1
0,Rameshwaram,TamilNadu,1
0,Tasgaon,Maharashtra,1
0,Sikandra Rao,Uttar Pradesh,1
0,Sihora,Madhya Pradesh,1
0,Tiruvethipuram,TamilNadu,1
0,Tiruvuru,Andhra Pradesh,1
0,Mehkar,Maharashtra,1
0,Peringathur,Kerala,1
0,Perambalur,TamilNadu,1
0,Manvi,Karnataka,1
0,Zunheboto,Nagaland,1
0,Mahnar Bazar,Bihar,1
0,Attingal,Kerala,1
0,Shahbad,Haryana,1
0,Puranpur,Uttar Pradesh,1
0,Nelamangala,Karnataka,1
0,Nakodar,Punjab,1
0,Lunawada,Gujarat,1
0,Murshidabad,West Bengal,1
0,Mahe,Puducherry,1
0,Lanka,Assam,1
0,Rudauli,Uttar Pradesh,1
0,Tuensang,Nagaland,1
0,Lakshmeshwar,Karnataka,1
0,Zira,Punjab,1
0,Yawal,Maharashtra,1
0,Thana Bhawan,Uttar Pradesh,1
0,Ramdurg,Karnataka,1
0,Pulgaon,Maharashtra,1
0,Sadasivpet,Telangana,1
0,Nargund,Karnataka,1
0,Neem-Ka-Thana,Rajasthan,1
0,Memari,West Bengal,1
0,Nilanga,Maharashtra,1
0,Naharlagun,Arunachal Pradesh,1
0,Pakaur,Jharkhand,1
0,Wai,Maharashtra,1
0,Tarikere,Karnataka,1
0,Malavalli,Karnataka,1
0,Raisen,Madhya Pradesh,1
0,Lahar,Madhya Pradesh,1
0,Uravakonda,Andhra Pradesh,1
0,Savanur,Karnataka,1
0,Sirohi,Rajasthan,1
