DocID,Site,Act,Activity,Frequency,NextDueDate,RemindDays,IsActive,Maker1,Maker2,Checker1,Checker2,Auditor1,Auditor2,ActionType,Applicable_To_Client
0,120 milestone Karnal,CLRA - Cont,Status of Form V,As Needed,02-01-2017 00:00,0,0,,,,,,,,
0,120 milestone Karnal,CLRA - Cont,Submission of Form VI-A (commencement/Completion of work),As Needed,02-01-2017 00:00,0,0,,,,,,,,
0,120 milestone Karnal,CLRA - Cont,Submission of Returns,Half Yearly,31-01-2017 00:00,20,0,,,,,,,,
0,120 milestone Karnal,CLRA - PE,Principal Employer Registration/Renewal/Amendments,As Needed,02-01-2017 00:00,0,0,,,,,,,,
0,120 milestone Karnal,CLRA - PE,Register of Contractor,Monthly,25-02-2017 00:00,10,0,,,,,,,,
0,120 milestone Karnal,CLRA - PE,Submission of Form VI-B (commencement/Completion of work),As Needed,02-01-2017 00:00,0,0,,,,,,,,
0,120 milestone Karnal,CLRA - PE,Submission of Returns,Yearly,15-02-2017 00:00,20,0,,,,,,,,
0,120 milestone Karnal,Employ Comp.,Submission of Returns,Yearly,31-01-2017 00:00,0,0,,,,,,,,
0,120 milestone Karnal,Employment Exch.,Notification/Intimation of Vacancy ( 15 days prior to interview ),As Needed,02-01-2017 00:00,0,0,,,,,,,,
0,120 milestone Karnal,Employment Exch.,Occupational Biannual Return (ER-II),Once In Two Year,30-10-2015 00:00,15,0,,,,,,,,
0,120 milestone Karnal,Employment Exch.,Quarterly Return (ER-I),Quarterly,30-04-2017 00:00,10,0,,,,,,,,
0,120 milestone Karnal,Equal Remu.,Register Maintanence (Form D),Monthly,25-01-2017 00:00,5,0,,,,,,,,
0,120 milestone Karnal,ESI,Accident Report,Monthly,02-01-2017 00:00,10,0,,,,,,,,
0,120 milestone Karnal,ESI,Registration,As Needed,02-01-2017 00:00,0,0,,,,,,,,
0,120 milestone Karnal,Factories Act,Health Register,Monthly,01-06-2018 00:00,10,0,,,,,,,,
0,120 milestone Karnal,Factories Act,License Obtained,As Needed,02-01-2017 00:00,0,0,,,,,,,,
0,120 milestone Karnal,Factories Act,Notice of Period of Work,Monthly,01-06-2018 00:00,10,0,,,,,,,,
0,120 milestone Karnal,Factories Act,Notification of Accident,Monthly,02-01-2017 00:00,10,0,,,,,,,,
0,120 milestone Karnal,Factories Act,Overtime,Monthly,01-06-2018 00:00,10,0,,,,,,,,
0,120 milestone Karnal,Factories Act,Register of accident and Major accidents and dangerous occurrences,Monthly,01-06-2018 00:00,10,0,,,,,,,,
0,120 milestone Karnal,Factories Act,Register of Adult Workers,Monthly,01-09-2018 00:00,10,0,,,,,,,,
0,120 milestone Karnal,Factories Act,Register of White Washing,Monthly,02-01-2017 00:00,30,0,,,,,,,,
0,120 milestone Karnal,Factories Act,Report of Accident and Dangerous Occuurences,As Needed,02-01-2017 00:00,0,0,,,,,,,,
0,120 milestone Karnal,Gratuity,Form L - Notice for Payment of Gratuity to Individuals,Monthly,25-01-2017 00:00,7,0,,,,,,,,
0,120 milestone Karnal,House-Rent Allowance Act,Form A - Register of House Rent Allowance,Monthly,25-01-2017 00:00,0,0,,,,,,,,
0,120 milestone Karnal,IFC-AP,AGR Certificate and computation,Yearly,01-01-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,IFC-AP,Bank Reconciliation Statement,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-AP,Expense and variance review,Yearly,01-01-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,IFC-AP,Expense provisioning,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-AP,Franshise Revenue Share,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-AP,Open GR/IR,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-AP,Open PO review,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-AP,Prepaid expense schedule,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-AP,Spectrum usage charges computation,Quarterly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-AP,Vendor Master review,Yearly,01-01-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,IFC-AP,Vendor Payable Schedule,Weekly,01-01-2019 00:00,1,0,,,,,,,,
0,120 milestone Karnal,IFC-FA,Asset Impairment,Yearly,01-01-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,IFC-FA,CWIP review,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-FA,Physical verification discrepancy,Yearly,01-01-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,IFC-FA,Physical verification of assets,Yearly,01-01-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,IFC-HR&Payroll,Certificate on Internal Controls of SLA,Yearly,01-01-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,IFC-HR&Payroll,Employee incentive provision,Yearly,01-01-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,IFC-HR&Payroll,Leave encashment and gratuity computation,Yearly,01-01-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,IFC-HR&Payroll,Leave encashment and gratuity provision,Yearly,01-01-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,IFC-HR&Payroll,Leave review,Quarterly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-HR&Payroll,Payroll variance review,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-HR&Payroll,Provident fund computation,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-HR&Payroll,PT/LWF and TDS computation,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-HR&Payroll,Salary accounting,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-HR&Payroll,Salary payment,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Inventory,Cost of Goods Sold,Yearly,01-01-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,IFC-Inventory,Declaration on physical verification,Quarterly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Inventory,Goods in transit,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Inventory,Inventory impairment,Quarterly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Inventory,Inventory valuation,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Inventory,Physical verification,Half Yearly,01-01-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,IFC-Rental Assets,CWIP review,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Rental Assets,Installation cost,Yearly,01-01-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,IFC-Rental Assets,Physical verification,Yearly,01-01-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,IFC-Rental Assets,Transporter / customer confirmation,Yearly,01-01-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,IFC-Reporting,Control Account review,Yearly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Reporting,Financials review,Yearly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Reporting,Forex restatement,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Reporting,Intercompany elimination,Yearly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Reporting,Intercompany reconciliation,Yearly,01-01-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,IFC-Reporting,Parked documents review,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Reporting,Provided by client (PBC) list review,Yearly,01-01-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,IFC-Revenue,AR adjustments,Yearly,01-01-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,IFC-Revenue,Education revenue,Monthly,01-05-2019 00:00,1,0,,,,,,,,
0,120 milestone Karnal,IFC-Revenue,GST Rate accuracy,Monthly,01-05-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Revenue,Intercompany billing-Shared expenses,Quarterly,01-04-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Revenue,Intercompany cost allocation,Yearly,01-05-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Revenue,Intercompany hardware billing,Yearly,01-05-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Revenue,Project revenue,Quarterly,01-05-2019 00:00,1,0,,,,,,,,
0,120 milestone Karnal,IFC-Revenue,Provision for doubtful debt,Quarterly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Revenue,Revenue recognition,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Revenue,Revenue recognition in System to Record,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Revenue,Unbilled revenue,Yearly,01-01-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,IFC-Taxation,26AS reconciliation,Half Yearly,01-01-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,IFC-Taxation,Advance tax computation,Quarterly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Taxation,Compliance tracker - IDT,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Taxation,Compliance tracker-DT,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Taxation,Contingent Liability,Yearly,01-01-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,IFC-Taxation,Deferred Tax,Yearly,01-01-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,IFC-Taxation,GST input computation,Yearly,01-01-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,IFC-Taxation,GST output computation,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Taxation,GST Payment,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Taxation,GST Reconciliation,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Taxation,Income Tax Return,Yearly,01-01-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,IFC-Taxation,Provision computation,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Taxation,Ratio for availment of cenvat credit,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Taxation,TDS computation,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Taxation,TDS Payment,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Taxation,TDS reconciliation,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Treasury,BG/LC confirmation,Yearly,01-01-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,IFC-Treasury,Credit Facilities Report (CFR),Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Treasury,FD confirmation,Yearly,01-01-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,IFC-Treasury,Foreign currency exposure,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Treasury,Forward cover premium - Prepaid entry,Yearly,01-01-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,IFC-Treasury,Fund position,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Treasury,Interest on loan,Monthly,01-05-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Treasury,Physical verification of cash,Quarterly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,IFC-Treasury,Unreconciled entries of BRS,Monthly,01-01-2019 00:00,2,0,,,,,,,,
0,120 milestone Karnal,Income Tax Act,15CB/15CA - Payment u/s 195 - Foreign Remittance,As Needed,18-06-2018 00:00,0,0,,,,,,,,
0,120 milestone Karnal,Income Tax Act,Advance Tax payment,Quarterly,01-04-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,Income Tax Act,Form 16A - TDS Certificate,Quarterly,15-08-2018 00:00,10,0,,,,,,,,
0,120 milestone Karnal,Income Tax Act,Form 27Q,Quarterly,01-04-2019 00:00,15,0,,,,,,,,
0,120 milestone Karnal,Income Tax Act,Form 3CEAA for Master file,Yearly,01-04-2019 00:00,30,0,,,,,,,,
0,120 milestone Karnal,Income Tax Act,Form 3CEAB for Master file,Yearly,01-04-2019 00:00,30,0,,,,,,,,
0,120 milestone Karnal,Income Tax Act,Form 3CEAC for CbC report,Yearly,01-04-2019 00:00,30,0,,,,,,,,
0,120 milestone Karnal,Income Tax Act,Form 3CEAD for CbC report,Yearly,01-04-2019 00:00,30,0,,,,,,,,
0,120 milestone Karnal,Income Tax Act,Form 3CEAE for CbC report,Yearly,30-04-2019 00:00,30,0,,,,,,,,
0,120 milestone Karnal,Income Tax Act,Income Tax Return,Yearly,08-05-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,Income Tax Act,Statement of Financial Transactions,Yearly,01-04-2019 00:00,15,0,,,,,,,,
0,120 milestone Karnal,Income Tax Act,TP Audit return,Yearly,01-04-2019 00:00,15,0,,,,,,,,
0,120 milestone Karnal,ISP,All financial & Non financial details to be submitted to TRAI,Yearly,01-04-2019 00:00,0,0,,,,,,,,
0,120 milestone Karnal,ISP,CERT-In Compliance Report,Monthly,01-04-2019 00:00,6,0,,,,,,,,
0,120 milestone Karnal,ISP,Customer Complaint Redressal Report TRAI,Quarterly,01-04-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,ISP,ISP License,As Needed,01-04-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,ISP,ISP Report,Quarterly,01-04-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,ISP,Monthly Broadband Report (ISP),Monthly,01-04-2019 00:00,6,0,,,,,,,,
0,120 milestone Karnal,ISP,Monthly ISP Customer Report (ISP),Monthly,01-04-2019 00:00,6,0,,,,,,,,
0,120 milestone Karnal,ISP,Monthly Report to TERM,Monthly,01-04-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,ISP,Performance Monitoring Report ISP License,Quarterly,01-04-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,ISP,Public Wifi Hotspots,Monthly,01-04-2019 00:00,9,0,,,,,,,,
0,120 milestone Karnal,ISP,Quality of Services (QOS) Report (Sites under ISP License),Quarterly,01-04-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,ISP,Submission of Information on AGR License Fee & Spectrum Charges for all Licenses,Quarterly,01-04-2019 00:00,15,0,,,,,,,,
0,120 milestone Karnal,ISP,Submission Revenue Share payments,Quarterly,01-04-2019 00:00,13,0,,,,,,,,
0,120 milestone Karnal,LWF,Registration if Applicable,As Needed,02-01-2017 00:00,0,0,,,,,,,,
0,120 milestone Karnal,Maternity,Register of Maternity - Form A,Monthly,25-01-2017 00:00,10,1,,,,,,,,
0,120 milestone Karnal,Min. Wages,Form I Register of Fine,Monthly,25-01-2017 00:00,5,1,,,,,,,,
0,120 milestone Karnal,Min. Wages,Form II Register of Deduction,Monthly,25-01-2017 00:00,5,1,,,,,,,,
0,120 milestone Karnal,Min. Wages,Form III Annual Returns,Yearly,31-01-2017 00:00,10,0,,,,,,,,
0,120 milestone Karnal,Min. Wages,Form IV Register of Overtime,Monthly,25-01-2017 00:00,10,1,,,,,,,,
0,120 milestone Karnal,Min. Wages,Muster Roll Form V,Monthly,01-10-2017 00:00,10,1,,,,,,,,
0,120 milestone Karnal,Min. Wages,MW_Wage_Slip_Form-XI,Monthly,25-01-2018 00:00,10,0,,,,,,,,
0,120 milestone Karnal,Min. Wages,Register of Wages Form X,Monthly,01-10-2017 00:00,10,1,,,,,,,,
0,120 milestone Karnal,NLD,All financial & Non financial details to be submitted to TRAI (For All Licenses),Yearly,01-04-2019 00:00,15,0,,,,,,,,
0,120 milestone Karnal,NLD,Submission of Information on AGR License Fee & Spectrum Charges for all Licenses,Quarterly,01-04-2019 00:00,20,0,,,,,,,,
0,120 milestone Karnal,NLD,Submission Revenue Share payments for all Licenses,Quarterly,01-04-2019 00:00,15,0,,,,,,,,
0,120 milestone Karnal,NLD,TRAI Compliance w r t Green Technologies,Half Yearly,01-04-2019 00:00,15,0,,,,,,,,
0,120 milestone Karnal,NLD,TRAI Monthly NLD report (traffic data),Monthly,01-04-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,NLD,TRAI Quarterly (rate of interconnect usage charges for SMS receipt_payment of total amount thereof),Quarterly,01-04-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,NLD,TRAI Quarterly (receipt_payment of carriage charges),Quarterly,01-04-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,NLD,TRAI Quarterly Provision of Interconnection,Quarterly,01-04-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,NLD,TRAI Quarterly(initial interconnection_augmentation at POI),Quarterly,01-04-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,PF,Monthly PF Investment Trust ,Monthly,01-04-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,PF,Registration,As Needed,02-01-2017 00:00,0,0,,,,,,,,
0,120 milestone Karnal,PF,Transfer,As Needed,02-01-2017 00:00,0,0,,,,,,,,
0,120 milestone Karnal,PF,Withdrawal,As Needed,02-01-2017 00:00,0,0,,,,,,,,
0,120 milestone Karnal,Professional Tax,Registration,As Needed,02-01-2017 00:00,0,0,,,,,,,,
0,120 milestone Karnal,S&E,Combined Register,Monthly,01-10-2017 00:00,10,0,,,,,,,,
0,120 milestone Karnal,S&E,Notice of Holidays to Employees,Monthly,01-10-2017 00:00,10,0,,,,,,,,
0,120 milestone Karnal,S&E,Register of Deduction S&E,Monthly,01-10-2017 00:00,10,0,,,,,,,,
0,120 milestone Karnal,S&E,Register of Lime Washing,Monthly,01-10-2017 00:00,10,0,,,,,,,,
0,120 milestone Karnal,S&E,Register of Overtime S&E,Monthly,01-10-2017 00:00,10,0,,,,,,,,
0,120 milestone Karnal,S&E,Register of Weekly Off,Monthly,01-10-2017 00:00,10,0,,,,,,,,
0,120 milestone Karnal,S&E,Registration/Renewal/Amendments/Surrender,As Needed,02-01-2017 00:00,0,0,,,,,,,,
0,120 milestone Karnal,S&E,S&E Register of Fines,Monthly,01-01-2018 00:00,10,0,,,,,,,,
0,120 milestone Karnal,S&E,S&E Weekly closed day notice,Monthly,01-01-2018 00:00,10,0,,,,,,,,
0,120 milestone Karnal,S&E,S&E_Register of advances ,Monthly,01-01-2018 00:00,10,0,,,,,,,,
0,120 milestone Karnal,Secretarial Comp.,Addition/Deletion of Director,As Needed,18-12-2018 00:00,0,0,,,,,,,,
0,120 milestone Karnal,Secretarial Comp.,Board Meeting Extract,As Needed,18-12-2018 00:00,0,0,,,,,,,,
0,120 milestone Karnal,Secretarial Comp.,Registration under Company Act,As Needed,18-12-2018 00:00,0,0,,,,,,,,
0,120 milestone Karnal,Sexual Harassment,Copy of Board of Committee Member,As Needed,02-01-2017 00:00,0,0,,,,,,,,
0,120 milestone Karnal,Sexual Harassment,Copy of Sexual Harassment Policy,As Needed,02-01-2017 00:00,0,0,,,,,,,,
0,120 milestone Karnal,Subsistence Allow. Act,Annual Return,Yearly,31-01-2017 00:00,10,0,,,,,,,,
0,120 milestone Karnal,Subsistence Allow. Act,Form I Register of Susbsistence Allowance,Monthly,25-02-2017 00:00,10,0,,,,,,,,
0,120 milestone Karnal,TN Indus. Est. Act,Statutory Register,As Needed,01-11-2017 00:00,10,0,,,,,,,,
0,120 milestone Karnal,TN Indus. Est. Act,Statutory Return,Half Yearly,01-01-2018 00:00,15,0,,,,,,,,
0,120 milestone Karnal,VSAT,All financial & Non financial details to be submitted to TRAI,Yearly,11-04-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,VSAT,Compliance to FDI norms,Half Yearly,11-04-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,VSAT,Monthly CUG VSAT subscriber Report,Monthly,01-04-2019 00:00,9,0,,,,,,,,
0,120 milestone Karnal,VSAT,Monthly Installation & De-Installation Report (CUG+ISP)-VSAT,Monthly,01-04-2019 00:00,6,0,,,,,,,,
0,120 milestone Karnal,VSAT,Performance Monitoring Report VSAT License,Quarterly,11-04-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,VSAT,Submission of Information on AGR License Fee & Spectrum Charges,Quarterly,01-04-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,VSAT,Submission Revenue Share payments,Quarterly,01-04-2019 00:00,10,0,,,,,,,,
0,120 milestone Karnal,VSAT,TRAI Compliance w r t Green Technologies,Half Yearly,11-04-2019 00:00,15,0,,,,,,,,
0,52 Sec-44 Gurgaon,Apprentices Act,Half Yearly (Form APP-2 Details of new apprentics),Half Yearly,30-04-2017 00:00,10,0,,,,,,,,
0,52 Sec-44 Gurgaon,Apprentices Act,Half Yearly (Form APP-3 notice of completion of training),Half Yearly,30-04-2017 00:00,10,0,,,,,,,,
0,52 Sec-44 Gurgaon,Apprentices Act,Return,Yearly,31-01-2017 00:00,10,0,,,,,,,,
0,52 Sec-44 Gurgaon,Apprentices Act,Test,Monthly,21-08-2018 00:00,10,0,,,,,,,,
0,52 Sec-44 Gurgaon,Boilers Act,Annual Report,As Needed,02-01-2017 00:00,0,0,,,,,,,,
0,52 Sec-44 Gurgaon,Bonus Act,Form A Computation of Allocable Surplus,Yearly,31-10-2017 00:00,20,0,,,,,,,,
0,52 Sec-44 Gurgaon,Bonus Act,Form B Set -on and set-off of Allocable Surplus,Yearly,31-10-2017 00:00,20,0,,,,,,,,
0,52 Sec-44 Gurgaon,Bonus Act,Form C Register of Bonus Paid to Employees,Yearly,30-11-2017 00:00,90,0,,,,,,,,
0,52 Sec-44 Gurgaon,Bonus Act,Form D Annual Return,Yearly,31-12-2017 00:00,20,0,,,,,,,,
0,52 Sec-44 Gurgaon,Bonus Act,Time Limit for Payment of Bonus,As Needed,01-04-2017 00:00,0,0,,,,,,,,
0,52 Sec-44 Gurgaon,Building and Const.,Deposition of Cess,As Needed,02-01-2017 00:00,0,0,,,,,,,,
0,52 Sec-44 Gurgaon,Building and Const.,Principal Employer Registration/Renewal/Amendments,As Needed,02-01-2017 00:00,0,0,,,,,,,,
0,52 Sec-44 Gurgaon,Building and Const.,Submission of Returns,Yearly,30-01-2017 00:00,15,0,,,,,,,,
0,52 Sec-44 Gurgaon,CGST Act,Annual Return,Yearly,31-12-2018 00:00,30,0,,,,,,,,
0,52 Sec-44 Gurgaon,CGST Act,Audit Report,Yearly,31-12-2018 00:00,30,0,,,,,,,,
0,52 Sec-44 Gurgaon,CGST Act,GST Payment Challan,Monthly,01-04-2019 00:00,10,0,,,,,,,,
0,52 Sec-44 Gurgaon,CGST Act,GSTR - 1,Monthly,10-07-2018 00:00,10,0,,,,,,,,
0,52 Sec-44 Gurgaon,CGST Act,GSTR - 3B,Monthly,20-07-2018 00:00,10,0,,,,,,,,
0,52 Sec-44 Gurgaon,CGST Act,Reconciliation of Input with GSTR 2A,As Needed,01-04-2019 00:00,10,0,,,,,,,,
0,52 Sec-44 Gurgaon,CGST Act,Registration,As Needed,18-06-2018 00:00,0,0,,,,,,,,
0,52 Sec-44 Gurgaon,Child Labour,Display of Notice/Abstract,Half Yearly,01-01-2017 00:00,10,1,,,,,,,,
0,52 Sec-44 Gurgaon,Child Labour,Form 2 Register of Children employed or Permitted to Work,Monthly,25-01-2018 00:00,10,0,,,,,,,,
0,52 Sec-44 Gurgaon,CLRA - Cont,Form A Employee Register (Central Rules),Monthly,25-04-2017 00:00,10,0,,,,,,,,
0,52 Sec-44 Gurgaon,CLRA - Cont,Form B Wage Register (Central Rules),Monthly,25-04-2017 00:00,10,0,,,,,,,,
