DOCID,Site,Contractor,Act,Activity,Date_Of_Month,Month,Year,RemindDays
"0","Dwarka New Delhi","Contractor B","Apprentices Act","Half Yearly (Form APP-2 Details of new apprentics)","30","4","","0"
"0","Dwarka New Delhi","Contractor B","Apprentices Act","Half Yearly (Form APP-3 notice of completion of training)","30","4","","0"
"0","Dwarka New Delhi","Contractor B","Apprentices Act","Return","31","2","","0"
"0","Dwarka New Delhi","Contractor B","Boilers Act","Annual Report","0","","","0"
"0","Dwarka New Delhi","Contractor B","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Dwarka New Delhi","Contractor B","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Dwarka New Delhi","Contractor B","DVAT","Tax Deposit","20","","","0"
"0","Dwarka New Delhi","Contractor B","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Dwarka New Delhi","Contractor B","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Dwarka New Delhi","Contractor B","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Dwarka New Delhi","Contractor B","Inter State Migrant","Return & Reports","15","2","","0"
"0","Dwarka New Delhi","Contractor B","Payment of Wages","Form I Register of Fine","25","","","0"
"0","Dwarka New Delhi","Contractor B","Payment of Wages","Form II Register of Deduction","25","","","0"
"0","Dwarka New Delhi","Contractor B","Payment of Wages","Form III Register of Advance","25","","","0"
"0","Dwarka New Delhi","Contractor B","Payment of Wages","Form IV Annual Return","15","2","","0"
"0","Dwarka New Delhi","Contractor B","Payment of Wages","Form-III Register of Advance","25","","","0"
"0","Dwarka New Delhi","Contractor B","Private Security","Security License","0","","","0"
"0","Dwarka New Delhi","Contractor B","Professional Tax","Registration","0","","","0"
"0","Dwarka New Delhi","Contractor B","Professional Tax","Remittance by Due Date","30","","","0"
"0","Dwarka New Delhi","Contractor B","Professional Tax","Returns under the Act","30","","","0"
"0","Dwarka New Delhi","Contractor B","Prohibition of Smoking","Notice Display","0","","","0"
"0","Dwarka New Delhi","Contractor B","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Dwarka New Delhi","Contractor B","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Dwarka New Delhi","Mynd Solution Private Limited","Apprentices Act","Half Yearly (Form APP-2 Details of new apprentics)","30","4","","0"
"0","Dwarka New Delhi","Mynd Solution Private Limited","Apprentices Act","Half Yearly (Form APP-3 notice of completion of training)","30","4","","0"
"0","Dwarka New Delhi","Mynd Solution Private Limited","Apprentices Act","Return","31","2","","0"
"0","Dwarka New Delhi","Mynd Solution Private Limited","Boilers Act","Annual Report","0","","","0"
"0","Dwarka New Delhi","Mynd Solution Private Limited","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Dwarka New Delhi","Mynd Solution Private Limited","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Dwarka New Delhi","Mynd Solution Private Limited","DVAT","Tax Deposit","20","","","0"
"0","Dwarka New Delhi","Mynd Solution Private Limited","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Dwarka New Delhi","Mynd Solution Private Limited","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Dwarka New Delhi","Mynd Solution Private Limited","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Dwarka New Delhi","Mynd Solution Private Limited","Inter State Migrant","Return & Reports","15","2","","0"
"0","Dwarka New Delhi","Mynd Solution Private Limited","Payment of Wages","Form I Register of Fine","25","","","0"
"0","Dwarka New Delhi","Mynd Solution Private Limited","Payment of Wages","Form II Register of Deduction","25","","","0"
"0","Dwarka New Delhi","Mynd Solution Private Limited","Payment of Wages","Form III Register of Advance","25","","","0"
"0","Dwarka New Delhi","Mynd Solution Private Limited","Payment of Wages","Form IV Annual Return","15","2","","0"
"0","Dwarka New Delhi","Mynd Solution Private Limited","Payment of Wages","Form-III Register of Advance","25","","","0"
"0","Dwarka New Delhi","Mynd Solution Private Limited","Private Security","Security License","0","","","0"
"0","Dwarka New Delhi","Mynd Solution Private Limited","Professional Tax","Registration","0","","","0"
"0","Dwarka New Delhi","Mynd Solution Private Limited","Professional Tax","Remittance by Due Date","30","","","0"
"0","Dwarka New Delhi","Mynd Solution Private Limited","Professional Tax","Returns under the Act","30","","","0"
"0","Dwarka New Delhi","Mynd Solution Private Limited","Prohibition of Smoking","Notice Display","0","","","0"
"0","Dwarka New Delhi","Mynd Solution Private Limited","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Dwarka New Delhi","Mynd Solution Private Limited","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Dwarka New Delhi","Personal Touch ServicesIndia Private Limited","Apprentices Act","Half Yearly (Form APP-2 Details of new apprentics)","30","4","","0"
"0","Dwarka New Delhi","Personal Touch ServicesIndia Private Limited","Apprentices Act","Half Yearly (Form APP-3 notice of completion of training)","30","4","","0"
"0","Dwarka New Delhi","Personal Touch ServicesIndia Private Limited","Apprentices Act","Return","31","2","","0"
"0","Dwarka New Delhi","Personal Touch ServicesIndia Private Limited","Boilers Act","Annual Report","0","","","0"
"0","Dwarka New Delhi","Personal Touch ServicesIndia Private Limited","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Dwarka New Delhi","Personal Touch ServicesIndia Private Limited","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Dwarka New Delhi","Personal Touch ServicesIndia Private Limited","DVAT","Tax Deposit","20","","","0"
"0","Dwarka New Delhi","Personal Touch ServicesIndia Private Limited","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Dwarka New Delhi","Personal Touch ServicesIndia Private Limited","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Dwarka New Delhi","Personal Touch ServicesIndia Private Limited","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Dwarka New Delhi","Personal Touch ServicesIndia Private Limited","Inter State Migrant","Return & Reports","15","2","","0"
"0","Dwarka New Delhi","Personal Touch ServicesIndia Private Limited","Payment of Wages","Form I Register of Fine","25","","","0"
"0","Dwarka New Delhi","Personal Touch ServicesIndia Private Limited","Payment of Wages","Form II Register of Deduction","25","","","0"
"0","Dwarka New Delhi","Personal Touch ServicesIndia Private Limited","Payment of Wages","Form III Register of Advance","25","","","0"
"0","Dwarka New Delhi","Personal Touch ServicesIndia Private Limited","Payment of Wages","Form IV Annual Return","15","2","","0"
"0","Dwarka New Delhi","Personal Touch ServicesIndia Private Limited","Payment of Wages","Form-III Register of Advance","25","","","0"
"0","Dwarka New Delhi","Personal Touch ServicesIndia Private Limited","Private Security","Security License","0","","","0"
"0","Dwarka New Delhi","Personal Touch ServicesIndia Private Limited","Professional Tax","Registration","0","","","0"
"0","Dwarka New Delhi","Personal Touch ServicesIndia Private Limited","Professional Tax","Remittance by Due Date","30","","","0"
"0","Dwarka New Delhi","Personal Touch ServicesIndia Private Limited","Professional Tax","Returns under the Act","30","","","0"
"0","Dwarka New Delhi","Personal Touch ServicesIndia Private Limited","Prohibition of Smoking","Notice Display","0","","","0"
"0","Dwarka New Delhi","Personal Touch ServicesIndia Private Limited","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Dwarka New Delhi","Personal Touch ServicesIndia Private Limited","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Dwarka New Delhi","Quess Corp Pvt. Limited","Apprentices Act","Half Yearly (Form APP-2 Details of new apprentics)","30","4","","0"
"0","Dwarka New Delhi","Quess Corp Pvt. Limited","Apprentices Act","Half Yearly (Form APP-3 notice of completion of training)","30","4","","0"
"0","Dwarka New Delhi","Quess Corp Pvt. Limited","Apprentices Act","Return","31","2","","0"
"0","Dwarka New Delhi","Quess Corp Pvt. Limited","Boilers Act","Annual Report","0","","","0"
"0","Dwarka New Delhi","Quess Corp Pvt. Limited","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Dwarka New Delhi","Quess Corp Pvt. Limited","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Dwarka New Delhi","Quess Corp Pvt. Limited","DVAT","Tax Deposit","20","","","0"
"0","Dwarka New Delhi","Quess Corp Pvt. Limited","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Dwarka New Delhi","Quess Corp Pvt. Limited","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Dwarka New Delhi","Quess Corp Pvt. Limited","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Dwarka New Delhi","Quess Corp Pvt. Limited","Inter State Migrant","Return & Reports","15","2","","0"
"0","Dwarka New Delhi","Quess Corp Pvt. Limited","Payment of Wages","Form I Register of Fine","25","","","0"
"0","Dwarka New Delhi","Quess Corp Pvt. Limited","Payment of Wages","Form II Register of Deduction","25","","","0"
"0","Dwarka New Delhi","Quess Corp Pvt. Limited","Payment of Wages","Form III Register of Advance","25","","","0"
"0","Dwarka New Delhi","Quess Corp Pvt. Limited","Payment of Wages","Form IV Annual Return","15","2","","0"
"0","Dwarka New Delhi","Quess Corp Pvt. Limited","Payment of Wages","Form-III Register of Advance","25","","","0"
"0","Dwarka New Delhi","Quess Corp Pvt. Limited","Private Security","Security License","0","","","0"
"0","Dwarka New Delhi","Quess Corp Pvt. Limited","Professional Tax","Registration","0","","","0"
"0","Dwarka New Delhi","Quess Corp Pvt. Limited","Professional Tax","Remittance by Due Date","30","","","0"
"0","Dwarka New Delhi","Quess Corp Pvt. Limited","Professional Tax","Returns under the Act","30","","","0"
"0","Dwarka New Delhi","Quess Corp Pvt. Limited","Prohibition of Smoking","Notice Display","0","","","0"
"0","Dwarka New Delhi","Quess Corp Pvt. Limited","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Dwarka New Delhi","Quess Corp Pvt. Limited","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Dwarka New Delhi","SIS","Apprentices Act","Half Yearly (Form APP-2 Details of new apprentics)","30","4","","0"
"0","Dwarka New Delhi","SIS","Apprentices Act","Half Yearly (Form APP-3 notice of completion of training)","30","4","","0"
"0","Dwarka New Delhi","SIS","Apprentices Act","Return","31","2","","0"
"0","Dwarka New Delhi","SIS","Boilers Act","Annual Report","0","","","0"
"0","Dwarka New Delhi","SIS","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Dwarka New Delhi","SIS","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Dwarka New Delhi","SIS","DVAT","Tax Deposit","20","","","0"
"0","Dwarka New Delhi","SIS","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Dwarka New Delhi","SIS","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Dwarka New Delhi","SIS","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Dwarka New Delhi","SIS","Inter State Migrant","Return & Reports","15","2","","0"
"0","Dwarka New Delhi","SIS","Payment of Wages","Form I Register of Fine","25","","","0"
"0","Dwarka New Delhi","SIS","Payment of Wages","Form II Register of Deduction","25","","","0"
"0","Dwarka New Delhi","SIS","Payment of Wages","Form III Register of Advance","25","","","0"
"0","Dwarka New Delhi","SIS","Payment of Wages","Form IV Annual Return","15","2","","0"
"0","Dwarka New Delhi","SIS","Payment of Wages","Form-III Register of Advance","25","","","0"
"0","Dwarka New Delhi","SIS","Private Security","Security License","0","","","0"
"0","Dwarka New Delhi","SIS","Professional Tax","Registration","0","","","0"
"0","Dwarka New Delhi","SIS","Professional Tax","Remittance by Due Date","30","","","0"
"0","Dwarka New Delhi","SIS","Professional Tax","Returns under the Act","30","","","0"
"0","Dwarka New Delhi","SIS","Prohibition of Smoking","Notice Display","0","","","0"
"0","Dwarka New Delhi","SIS","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Dwarka New Delhi","SIS","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","East Patel Nagar Delhi","PE","Apprentices Act","Half Yearly (Form APP-2 Details of new apprentics)","30","4","","0"
"0","East Patel Nagar Delhi","PE","Apprentices Act","Half Yearly (Form APP-3 notice of completion of training)","30","4","","0"
"0","East Patel Nagar Delhi","PE","Apprentices Act","Return","31","2","","0"
"0","East Patel Nagar Delhi","PE","Boilers Act","Annual Report","0","","","0"
"0","East Patel Nagar Delhi","PE","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","East Patel Nagar Delhi","PE","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","East Patel Nagar Delhi","PE","DVAT","Tax Deposit","20","","","0"
"0","East Patel Nagar Delhi","PE","Food Safety","License for Food Supply and Serve","0","","","0"
"0","East Patel Nagar Delhi","PE","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","East Patel Nagar Delhi","PE","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","East Patel Nagar Delhi","PE","Inter State Migrant","Return & Reports","15","2","","0"
"0","East Patel Nagar Delhi","PE","Payment of Wages","Form I Register of Fine","25","","","0"
"0","East Patel Nagar Delhi","PE","Payment of Wages","Form II Register of Deduction","25","","","0"
"0","East Patel Nagar Delhi","PE","Payment of Wages","Form III Register of Advance","25","","","0"
"0","East Patel Nagar Delhi","PE","Payment of Wages","Form IV Annual Return","15","2","","0"
"0","East Patel Nagar Delhi","PE","Payment of Wages","Form-III Register of Advance","25","","","0"
"0","East Patel Nagar Delhi","PE","Private Security","Security License","0","","","0"
"0","East Patel Nagar Delhi","PE","Professional Tax","Registration","0","","","0"
"0","East Patel Nagar Delhi","PE","Professional Tax","Remittance by Due Date","30","","","0"
"0","East Patel Nagar Delhi","PE","Professional Tax","Returns under the Act","30","","","0"
"0","East Patel Nagar Delhi","PE","Prohibition of Smoking","Notice Display","0","","","0"
"0","East Patel Nagar Delhi","PE","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","East Patel Nagar Delhi","PE","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","East Patel Nagar Delhi","Contractor A","Apprentices Act","Half Yearly (Form APP-2 Details of new apprentics)","30","4","","0"
"0","East Patel Nagar Delhi","Contractor A","Apprentices Act","Half Yearly (Form APP-3 notice of completion of training)","30","4","","0"
"0","East Patel Nagar Delhi","Contractor A","Apprentices Act","Return","31","2","","0"
"0","East Patel Nagar Delhi","Contractor A","Boilers Act","Annual Report","0","","","0"
"0","East Patel Nagar Delhi","Contractor A","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","East Patel Nagar Delhi","Contractor A","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","East Patel Nagar Delhi","Contractor A","DVAT","Tax Deposit","20","","","0"
"0","East Patel Nagar Delhi","Contractor A","Food Safety","License for Food Supply and Serve","0","","","0"
"0","East Patel Nagar Delhi","Contractor A","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","East Patel Nagar Delhi","Contractor A","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","East Patel Nagar Delhi","Contractor A","Inter State Migrant","Return & Reports","15","2","","0"
"0","East Patel Nagar Delhi","Contractor A","Payment of Wages","Form I Register of Fine","25","","","0"
"0","East Patel Nagar Delhi","Contractor A","Payment of Wages","Form II Register of Deduction","25","","","0"
"0","East Patel Nagar Delhi","Contractor A","Payment of Wages","Form III Register of Advance","25","","","0"
"0","East Patel Nagar Delhi","Contractor A","Payment of Wages","Form IV Annual Return","15","2","","0"
"0","East Patel Nagar Delhi","Contractor A","Payment of Wages","Form-III Register of Advance","25","","","0"
"0","East Patel Nagar Delhi","Contractor A","Private Security","Security License","0","","","0"
"0","East Patel Nagar Delhi","Contractor A","Professional Tax","Registration","0","","","0"
"0","East Patel Nagar Delhi","Contractor A","Professional Tax","Remittance by Due Date","30","","","0"
"0","East Patel Nagar Delhi","Contractor A","Professional Tax","Returns under the Act","30","","","0"
"0","East Patel Nagar Delhi","Contractor A","Prohibition of Smoking","Notice Display","0","","","0"
"0","East Patel Nagar Delhi","Contractor A","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","East Patel Nagar Delhi","Contractor A","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","East Patel Nagar Delhi","Contractor B","Apprentices Act","Half Yearly (Form APP-2 Details of new apprentics)","30","4","","0"
"0","East Patel Nagar Delhi","Contractor B","Apprentices Act","Half Yearly (Form APP-3 notice of completion of training)","30","4","","0"
"0","East Patel Nagar Delhi","Contractor B","Apprentices Act","Return","31","2","","0"
"0","East Patel Nagar Delhi","Contractor B","Boilers Act","Annual Report","0","","","0"
"0","East Patel Nagar Delhi","Contractor B","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","East Patel Nagar Delhi","Contractor B","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","East Patel Nagar Delhi","Contractor B","DVAT","Tax Deposit","20","","","0"
"0","East Patel Nagar Delhi","Contractor B","Food Safety","License for Food Supply and Serve","0","","","0"
"0","East Patel Nagar Delhi","Contractor B","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","East Patel Nagar Delhi","Contractor B","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","East Patel Nagar Delhi","Contractor B","Inter State Migrant","Return & Reports","15","2","","0"
"0","East Patel Nagar Delhi","Contractor B","Payment of Wages","Form I Register of Fine","25","","","0"
"0","East Patel Nagar Delhi","Contractor B","Payment of Wages","Form II Register of Deduction","25","","","0"
"0","East Patel Nagar Delhi","Contractor B","Payment of Wages","Form III Register of Advance","25","","","0"
"0","East Patel Nagar Delhi","Contractor B","Payment of Wages","Form IV Annual Return","15","2","","0"
"0","East Patel Nagar Delhi","Contractor B","Payment of Wages","Form-III Register of Advance","25","","","0"
"0","East Patel Nagar Delhi","Contractor B","Private Security","Security License","0","","","0"
"0","East Patel Nagar Delhi","Contractor B","Professional Tax","Registration","0","","","0"
"0","East Patel Nagar Delhi","Contractor B","Professional Tax","Remittance by Due Date","30","","","0"
"0","East Patel Nagar Delhi","Contractor B","Professional Tax","Returns under the Act","30","","","0"
"0","East Patel Nagar Delhi","Contractor B","Prohibition of Smoking","Notice Display","0","","","0"
"0","East Patel Nagar Delhi","Contractor B","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","East Patel Nagar Delhi","Contractor B","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","East Patel Nagar Delhi","Mynd Solution Private Limited","Apprentices Act","Half Yearly (Form APP-2 Details of new apprentics)","30","4","","0"
"0","East Patel Nagar Delhi","Mynd Solution Private Limited","Apprentices Act","Half Yearly (Form APP-3 notice of completion of training)","30","4","","0"
"0","East Patel Nagar Delhi","Mynd Solution Private Limited","Apprentices Act","Return","31","2","","0"
"0","East Patel Nagar Delhi","Mynd Solution Private Limited","Boilers Act","Annual Report","0","","","0"
"0","East Patel Nagar Delhi","Mynd Solution Private Limited","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","East Patel Nagar Delhi","Mynd Solution Private Limited","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","East Patel Nagar Delhi","Mynd Solution Private Limited","DVAT","Tax Deposit","20","","","0"
"0","East Patel Nagar Delhi","Mynd Solution Private Limited","Food Safety","License for Food Supply and Serve","0","","","0"
"0","East Patel Nagar Delhi","Mynd Solution Private Limited","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","East Patel Nagar Delhi","Mynd Solution Private Limited","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","East Patel Nagar Delhi","Mynd Solution Private Limited","Inter State Migrant","Return & Reports","15","2","","0"
"0","East Patel Nagar Delhi","Mynd Solution Private Limited","Payment of Wages","Form I Register of Fine","25","","","0"
"0","East Patel Nagar Delhi","Mynd Solution Private Limited","Payment of Wages","Form II Register of Deduction","25","","","0"
"0","East Patel Nagar Delhi","Mynd Solution Private Limited","Payment of Wages","Form III Register of Advance","25","","","0"
"0","East Patel Nagar Delhi","Mynd Solution Private Limited","Payment of Wages","Form IV Annual Return","15","2","","0"
"0","East Patel Nagar Delhi","Mynd Solution Private Limited","Payment of Wages","Form-III Register of Advance","25","","","0"
"0","East Patel Nagar Delhi","Mynd Solution Private Limited","Private Security","Security License","0","","","0"
"0","East Patel Nagar Delhi","Mynd Solution Private Limited","Professional Tax","Registration","0","","","0"
"0","East Patel Nagar Delhi","Mynd Solution Private Limited","Professional Tax","Remittance by Due Date","30","","","0"
"0","East Patel Nagar Delhi","Mynd Solution Private Limited","Professional Tax","Returns under the Act","30","","","0"
"0","East Patel Nagar Delhi","Mynd Solution Private Limited","Prohibition of Smoking","Notice Display","0","","","0"
"0","East Patel Nagar Delhi","Mynd Solution Private Limited","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","East Patel Nagar Delhi","Mynd Solution Private Limited","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","East Patel Nagar Delhi","Personal Touch ServicesIndia Private Limited","Apprentices Act","Half Yearly (Form APP-2 Details of new apprentics)","30","4","","0"
"0","East Patel Nagar Delhi","Personal Touch ServicesIndia Private Limited","Apprentices Act","Half Yearly (Form APP-3 notice of completion of training)","30","4","","0"
"0","East Patel Nagar Delhi","Personal Touch ServicesIndia Private Limited","Apprentices Act","Return","31","2","","0"
"0","East Patel Nagar Delhi","Personal Touch ServicesIndia Private Limited","Boilers Act","Annual Report","0","","","0"
"0","East Patel Nagar Delhi","Personal Touch ServicesIndia Private Limited","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","East Patel Nagar Delhi","Personal Touch ServicesIndia Private Limited","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","East Patel Nagar Delhi","Personal Touch ServicesIndia Private Limited","DVAT","Tax Deposit","20","","","0"
"0","East Patel Nagar Delhi","Personal Touch ServicesIndia Private Limited","Food Safety","License for Food Supply and Serve","0","","","0"
"0","East Patel Nagar Delhi","Personal Touch ServicesIndia Private Limited","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","East Patel Nagar Delhi","Personal Touch ServicesIndia Private Limited","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","East Patel Nagar Delhi","Personal Touch ServicesIndia Private Limited","Inter State Migrant","Return & Reports","15","2","","0"
"0","East Patel Nagar Delhi","Personal Touch ServicesIndia Private Limited","Payment of Wages","Form I Register of Fine","25","","","0"
"0","East Patel Nagar Delhi","Personal Touch ServicesIndia Private Limited","Payment of Wages","Form II Register of Deduction","25","","","0"
"0","East Patel Nagar Delhi","Personal Touch ServicesIndia Private Limited","Payment of Wages","Form III Register of Advance","25","","","0"
"0","East Patel Nagar Delhi","Personal Touch ServicesIndia Private Limited","Payment of Wages","Form IV Annual Return","15","2","","0"
"0","East Patel Nagar Delhi","Personal Touch ServicesIndia Private Limited","Payment of Wages","Form-III Register of Advance","25","","","0"
"0","East Patel Nagar Delhi","Personal Touch ServicesIndia Private Limited","Private Security","Security License","0","","","0"
"0","East Patel Nagar Delhi","Personal Touch ServicesIndia Private Limited","Professional Tax","Registration","0","","","0"
"0","East Patel Nagar Delhi","Personal Touch ServicesIndia Private Limited","Professional Tax","Remittance by Due Date","30","","","0"
"0","East Patel Nagar Delhi","Personal Touch ServicesIndia Private Limited","Professional Tax","Returns under the Act","30","","","0"
"0","East Patel Nagar Delhi","Personal Touch ServicesIndia Private Limited","Prohibition of Smoking","Notice Display","0","","","0"
"0","East Patel Nagar Delhi","Personal Touch ServicesIndia Private Limited","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","East Patel Nagar Delhi","Personal Touch ServicesIndia Private Limited","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
