DOCID,Site,Contractor,Act,Activity,Date_Of_Month,Month,Year,RemindDays
"0","Bangalore","Deneb & Polluxe Tours & Travels Private Limited","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Bangalore","Deneb & Polluxe Tours & Travels Private Limited","Inter State Migrant","Return & Reports","15","2","","0"
"0","Bangalore","Deneb & Polluxe Tours & Travels Private Limited","Private Security","Security License","0","","","0"
"0","Bangalore","Deneb & Polluxe Tours & Travels Private Limited","Prohibition of Smoking","Notice Display","0","","","0"
"0","Bangalore","Deneb & Polluxe Tours & Travels Private Limited","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Bangalore","Deneb & Polluxe Tours & Travels Private Limited","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Bangalore","G4S Secure Solution(India) Private Limited","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Bangalore","G4S Secure Solution(India) Private Limited","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Bangalore","G4S Secure Solution(India) Private Limited","DVAT","Tax Deposit","20","","","0"
"0","Bangalore","G4S Secure Solution(India) Private Limited","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Bangalore","G4S Secure Solution(India) Private Limited","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Bangalore","G4S Secure Solution(India) Private Limited","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Bangalore","G4S Secure Solution(India) Private Limited","Inter State Migrant","Return & Reports","15","2","","0"
"0","Bangalore","G4S Secure Solution(India) Private Limited","Private Security","Security License","0","","","0"
"0","Bangalore","G4S Secure Solution(India) Private Limited","Prohibition of Smoking","Notice Display","0","","","0"
"0","Bangalore","G4S Secure Solution(India) Private Limited","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Bangalore","G4S Secure Solution(India) Private Limited","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Bangalore","Genius Consultants Limited","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Bangalore","Genius Consultants Limited","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Bangalore","Genius Consultants Limited","DVAT","Tax Deposit","20","","","0"
"0","Bangalore","Genius Consultants Limited","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Bangalore","Genius Consultants Limited","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Bangalore","Genius Consultants Limited","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Bangalore","Genius Consultants Limited","Inter State Migrant","Return & Reports","15","2","","0"
"0","Bangalore","Genius Consultants Limited","Private Security","Security License","0","","","0"
"0","Bangalore","Genius Consultants Limited","Prohibition of Smoking","Notice Display","0","","","0"
"0","Bangalore","Genius Consultants Limited","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Bangalore","Genius Consultants Limited","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Bangalore","Mynd Solution Private Limited","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Bangalore","Mynd Solution Private Limited","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Bangalore","Mynd Solution Private Limited","DVAT","Tax Deposit","20","","","0"
"0","Bangalore","Mynd Solution Private Limited","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Bangalore","Mynd Solution Private Limited","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Bangalore","Mynd Solution Private Limited","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Bangalore","Mynd Solution Private Limited","Inter State Migrant","Return & Reports","15","2","","0"
"0","Bangalore","Mynd Solution Private Limited","Private Security","Security License","0","","","0"
"0","Bangalore","Mynd Solution Private Limited","Prohibition of Smoking","Notice Display","0","","","0"
"0","Bangalore","Mynd Solution Private Limited","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Bangalore","Mynd Solution Private Limited","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Bangalore","Nouvel Facilities Private Limited","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Bangalore","Nouvel Facilities Private Limited","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Bangalore","Nouvel Facilities Private Limited","DVAT","Tax Deposit","20","","","0"
"0","Bangalore","Nouvel Facilities Private Limited","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Bangalore","Nouvel Facilities Private Limited","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Bangalore","Nouvel Facilities Private Limited","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Bangalore","Nouvel Facilities Private Limited","Inter State Migrant","Return & Reports","15","2","","0"
"0","Bangalore","Nouvel Facilities Private Limited","Private Security","Security License","0","","","0"
"0","Bangalore","Nouvel Facilities Private Limited","Prohibition of Smoking","Notice Display","0","","","0"
"0","Bangalore","Nouvel Facilities Private Limited","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Bangalore","Nouvel Facilities Private Limited","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Bangalore","Personal Touch ServicesIndia Private Limited","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Bangalore","Personal Touch ServicesIndia Private Limited","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Bangalore","Personal Touch ServicesIndia Private Limited","DVAT","Tax Deposit","20","","","0"
"0","Bangalore","Personal Touch ServicesIndia Private Limited","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Bangalore","Personal Touch ServicesIndia Private Limited","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Bangalore","Personal Touch ServicesIndia Private Limited","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Bangalore","Personal Touch ServicesIndia Private Limited","Inter State Migrant","Return & Reports","15","2","","0"
"0","Bangalore","Personal Touch ServicesIndia Private Limited","Private Security","Security License","0","","","0"
"0","Bangalore","Personal Touch ServicesIndia Private Limited","Prohibition of Smoking","Notice Display","0","","","0"
"0","Bangalore","Personal Touch ServicesIndia Private Limited","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Bangalore","Personal Touch ServicesIndia Private Limited","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Bangalore","Quess Corp Pvt. Limited","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Bangalore","Quess Corp Pvt. Limited","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Bangalore","Quess Corp Pvt. Limited","DVAT","Tax Deposit","20","","","0"
"0","Bangalore","Quess Corp Pvt. Limited","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Bangalore","Quess Corp Pvt. Limited","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Bangalore","Quess Corp Pvt. Limited","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Bangalore","Quess Corp Pvt. Limited","Inter State Migrant","Return & Reports","15","2","","0"
"0","Bangalore","Quess Corp Pvt. Limited","Private Security","Security License","0","","","0"
"0","Bangalore","Quess Corp Pvt. Limited","Prohibition of Smoking","Notice Display","0","","","0"
"0","Bangalore","Quess Corp Pvt. Limited","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Bangalore","Quess Corp Pvt. Limited","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Bangalore","Ranstad India Private Limited","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Bangalore","Ranstad India Private Limited","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Bangalore","Ranstad India Private Limited","DVAT","Tax Deposit","20","","","0"
"0","Bangalore","Ranstad India Private Limited","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Bangalore","Ranstad India Private Limited","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Bangalore","Ranstad India Private Limited","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Bangalore","Ranstad India Private Limited","Inter State Migrant","Return & Reports","15","2","","0"
"0","Bangalore","Ranstad India Private Limited","Private Security","Security License","0","","","0"
"0","Bangalore","Ranstad India Private Limited","Prohibition of Smoking","Notice Display","0","","","0"
"0","Bangalore","Ranstad India Private Limited","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Bangalore","Ranstad India Private Limited","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Bangalore","SIS","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Bangalore","SIS","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Bangalore","SIS","DVAT","Tax Deposit","20","","","0"
"0","Bangalore","SIS","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Bangalore","SIS","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Bangalore","SIS","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Bangalore","SIS","Inter State Migrant","Return & Reports","15","2","","0"
"0","Bangalore","SIS","Private Security","Security License","0","","","0"
"0","Bangalore","SIS","Prohibition of Smoking","Notice Display","0","","","0"
"0","Bangalore","SIS","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Bangalore","SIS","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Bangalore","Sodexo Food Solutions India Private Limited","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Bangalore","Sodexo Food Solutions India Private Limited","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Bangalore","Sodexo Food Solutions India Private Limited","DVAT","Tax Deposit","20","","","0"
"0","Bangalore","Sodexo Food Solutions India Private Limited","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Bangalore","Sodexo Food Solutions India Private Limited","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Bangalore","Sodexo Food Solutions India Private Limited","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Bangalore","Sodexo Food Solutions India Private Limited","Inter State Migrant","Return & Reports","15","2","","0"
"0","Bangalore","Sodexo Food Solutions India Private Limited","Private Security","Security License","0","","","0"
"0","Bangalore","Sodexo Food Solutions India Private Limited","Prohibition of Smoking","Notice Display","0","","","0"
"0","Bangalore","Sodexo Food Solutions India Private Limited","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Bangalore","Sodexo Food Solutions India Private Limited","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Gurgaon","PE","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Gurgaon","PE","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Gurgaon","PE","DVAT","Tax Deposit","20","","","0"
"0","Gurgaon","PE","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Gurgaon","PE","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Gurgaon","PE","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Gurgaon","PE","Inter State Migrant","Return & Reports","15","2","","0"
"0","Gurgaon","PE","Private Security","Security License","0","","","0"
"0","Gurgaon","PE","Prohibition of Smoking","Notice Display","0","","","0"
"0","Gurgaon","PE","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Gurgaon","PE","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Gurgaon","CBRE South Asia Private Limited","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Gurgaon","CBRE South Asia Private Limited","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Gurgaon","CBRE South Asia Private Limited","DVAT","Tax Deposit","20","","","0"
"0","Gurgaon","CBRE South Asia Private Limited","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Gurgaon","CBRE South Asia Private Limited","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Gurgaon","CBRE South Asia Private Limited","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Gurgaon","CBRE South Asia Private Limited","Inter State Migrant","Return & Reports","15","2","","0"
"0","Gurgaon","CBRE South Asia Private Limited","Private Security","Security License","0","","","0"
"0","Gurgaon","CBRE South Asia Private Limited","Prohibition of Smoking","Notice Display","0","","","0"
"0","Gurgaon","CBRE South Asia Private Limited","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Gurgaon","CBRE South Asia Private Limited","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Gurgaon","Contractor A","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Gurgaon","Contractor A","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Gurgaon","Contractor A","DVAT","Tax Deposit","20","","","0"
"0","Gurgaon","Contractor A","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Gurgaon","Contractor A","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Gurgaon","Contractor A","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Gurgaon","Contractor A","Inter State Migrant","Return & Reports","15","2","","0"
"0","Gurgaon","Contractor A","Private Security","Security License","0","","","0"
"0","Gurgaon","Contractor A","Prohibition of Smoking","Notice Display","0","","","0"
"0","Gurgaon","Contractor A","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Gurgaon","Contractor A","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Gurgaon","Contractor B","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Gurgaon","Contractor B","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Gurgaon","Contractor B","DVAT","Tax Deposit","20","","","0"
"0","Gurgaon","Contractor B","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Gurgaon","Contractor B","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Gurgaon","Contractor B","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Gurgaon","Contractor B","Inter State Migrant","Return & Reports","15","2","","0"
"0","Gurgaon","Contractor B","Private Security","Security License","0","","","0"
"0","Gurgaon","Contractor B","Prohibition of Smoking","Notice Display","0","","","0"
"0","Gurgaon","Contractor B","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Gurgaon","Contractor B","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Gurgaon","Deneb & Polluxe Tours & Travels Private Limited","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Gurgaon","Deneb & Polluxe Tours & Travels Private Limited","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Gurgaon","Deneb & Polluxe Tours & Travels Private Limited","DVAT","Tax Deposit","20","","","0"
"0","Gurgaon","Deneb & Polluxe Tours & Travels Private Limited","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Gurgaon","Deneb & Polluxe Tours & Travels Private Limited","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Gurgaon","Deneb & Polluxe Tours & Travels Private Limited","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Gurgaon","Deneb & Polluxe Tours & Travels Private Limited","Inter State Migrant","Return & Reports","15","2","","0"
"0","Gurgaon","Deneb & Polluxe Tours & Travels Private Limited","Private Security","Security License","0","","","0"
"0","Gurgaon","Deneb & Polluxe Tours & Travels Private Limited","Prohibition of Smoking","Notice Display","0","","","0"
"0","Gurgaon","Deneb & Polluxe Tours & Travels Private Limited","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Gurgaon","Deneb & Polluxe Tours & Travels Private Limited","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Gurgaon","G4S Secure Solution(India) Private Limited","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Gurgaon","G4S Secure Solution(India) Private Limited","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Gurgaon","G4S Secure Solution(India) Private Limited","DVAT","Tax Deposit","20","","","0"
"0","Gurgaon","G4S Secure Solution(India) Private Limited","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Gurgaon","G4S Secure Solution(India) Private Limited","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Gurgaon","G4S Secure Solution(India) Private Limited","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Gurgaon","G4S Secure Solution(India) Private Limited","Inter State Migrant","Return & Reports","15","2","","0"
"0","Gurgaon","G4S Secure Solution(India) Private Limited","Private Security","Security License","0","","","0"
"0","Gurgaon","G4S Secure Solution(India) Private Limited","Prohibition of Smoking","Notice Display","0","","","0"
"0","Gurgaon","G4S Secure Solution(India) Private Limited","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Gurgaon","G4S Secure Solution(India) Private Limited","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Gurgaon","Genius Consultants Limited","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Gurgaon","Genius Consultants Limited","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Gurgaon","Genius Consultants Limited","DVAT","Tax Deposit","20","","","0"
"0","Gurgaon","Genius Consultants Limited","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Gurgaon","Genius Consultants Limited","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Gurgaon","Genius Consultants Limited","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Gurgaon","Genius Consultants Limited","Inter State Migrant","Return & Reports","15","2","","0"
"0","Gurgaon","Genius Consultants Limited","Private Security","Security License","0","","","0"
"0","Gurgaon","Genius Consultants Limited","Prohibition of Smoking","Notice Display","0","","","0"
"0","Gurgaon","Genius Consultants Limited","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Gurgaon","Genius Consultants Limited","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Gurgaon","Mynd Solution Private Limited","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Gurgaon","Mynd Solution Private Limited","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Gurgaon","Mynd Solution Private Limited","DVAT","Tax Deposit","20","","","0"
"0","Gurgaon","Mynd Solution Private Limited","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Gurgaon","Mynd Solution Private Limited","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Gurgaon","Mynd Solution Private Limited","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Gurgaon","Mynd Solution Private Limited","Inter State Migrant","Return & Reports","15","2","","0"
"0","Gurgaon","Mynd Solution Private Limited","Private Security","Security License","0","","","0"
"0","Gurgaon","Mynd Solution Private Limited","Prohibition of Smoking","Notice Display","0","","","0"
"0","Gurgaon","Mynd Solution Private Limited","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Gurgaon","Mynd Solution Private Limited","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Gurgaon","Nouvel Facilities Private Limited","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Gurgaon","Nouvel Facilities Private Limited","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Gurgaon","Nouvel Facilities Private Limited","DVAT","Tax Deposit","20","","","0"
"0","Gurgaon","Nouvel Facilities Private Limited","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Gurgaon","Nouvel Facilities Private Limited","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Gurgaon","Nouvel Facilities Private Limited","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Gurgaon","Nouvel Facilities Private Limited","Inter State Migrant","Return & Reports","15","2","","0"
"0","Gurgaon","Nouvel Facilities Private Limited","Private Security","Security License","0","","","0"
"0","Gurgaon","Nouvel Facilities Private Limited","Prohibition of Smoking","Notice Display","0","","","0"
"0","Gurgaon","Nouvel Facilities Private Limited","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Gurgaon","Nouvel Facilities Private Limited","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Gurgaon","Personal Touch ServicesIndia Private Limited","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Gurgaon","Personal Touch ServicesIndia Private Limited","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Gurgaon","Personal Touch ServicesIndia Private Limited","DVAT","Tax Deposit","20","","","0"
"0","Gurgaon","Personal Touch ServicesIndia Private Limited","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Gurgaon","Personal Touch ServicesIndia Private Limited","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Gurgaon","Personal Touch ServicesIndia Private Limited","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Gurgaon","Personal Touch ServicesIndia Private Limited","Inter State Migrant","Return & Reports","15","2","","0"
"0","Gurgaon","Personal Touch ServicesIndia Private Limited","Private Security","Security License","0","","","0"
"0","Gurgaon","Personal Touch ServicesIndia Private Limited","Prohibition of Smoking","Notice Display","0","","","0"
"0","Gurgaon","Personal Touch ServicesIndia Private Limited","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Gurgaon","Personal Touch ServicesIndia Private Limited","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Gurgaon","Quess Corp Pvt. Limited","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Gurgaon","Quess Corp Pvt. Limited","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Gurgaon","Quess Corp Pvt. Limited","DVAT","Tax Deposit","20","","","0"
"0","Gurgaon","Quess Corp Pvt. Limited","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Gurgaon","Quess Corp Pvt. Limited","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Gurgaon","Quess Corp Pvt. Limited","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Gurgaon","Quess Corp Pvt. Limited","Inter State Migrant","Return & Reports","15","2","","0"
"0","Gurgaon","Quess Corp Pvt. Limited","Private Security","Security License","0","","","0"
"0","Gurgaon","Quess Corp Pvt. Limited","Prohibition of Smoking","Notice Display","0","","","0"
"0","Gurgaon","Quess Corp Pvt. Limited","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Gurgaon","Quess Corp Pvt. Limited","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Gurgaon","Ranstad India Private Limited","Child Labour","Disply of Notice/Abstract","30","12","","0"
"0","Gurgaon","Ranstad India Private Limited","Child Labour","Form 2 Register of Children employed or Permitted to Work","30","12","","0"
"0","Gurgaon","Ranstad India Private Limited","DVAT","Tax Deposit","20","","","0"
"0","Gurgaon","Ranstad India Private Limited","Food Safety","License for Food Supply and Serve","0","","","0"
"0","Gurgaon","Ranstad India Private Limited","Inter State Migrant","Half Yearly Return","31","5","","0"
"0","Gurgaon","Ranstad India Private Limited","Inter State Migrant","License if Applicable (Form-VIII)","0","","","0"
"0","Gurgaon","Ranstad India Private Limited","Inter State Migrant","Return & Reports","15","2","","0"
"0","Gurgaon","Ranstad India Private Limited","Private Security","Security License","0","","","0"
"0","Gurgaon","Ranstad India Private Limited","Prohibition of Smoking","Notice Display","0","","","0"
"0","Gurgaon","Ranstad India Private Limited","Sexual Harassment","Copy of Board of Committee Member","0","","","0"
"0","Gurgaon","Ranstad India Private Limited","Sexual Harassment","Copy of Sexual Harassment Policy","0","","","0"
"0","Gurgaon","SIS","Child Labour","Disply of Notice/Abstract","30","12","","0"
